point_of_connection,network,island,reconciled_injection_mwh
STK0661,TASM,SI,13738.987
STU0111,ALPE,SI,13.324
SVL0331,UNET,NI,6794.342
SWN0251,NZRN,NI,126.655
TAB2201,CTCT,NI,102678.707
TAK0331,VECT,NI,2778.934
TGA0111,POCO,NI,60.585
TGA0331,POCO,NI,17039.192
THI2201,CTCT,NI,117850.284
TIM0111,ALPE,SI,80.273
TKA0111,GENE,SI,6945.416
TKA0331,ALPE,SI,5.908
TKB2201,GENE,SI,42954.073
TKR0331,CKHK,NI,89.921
TKU0331,GENE,NI,547.043
TKU0331,LINE,NI,10.307
TKU2201,GENE,NI,68737.252
TMI0331,POCO,NI,86.882
TMK0331,ALPE,SI,40.161
TMN0551,NZRN,NI,20.534
TMU0111,WAIP,NI,220.398
TNG0551,NZRN,NI,23.299
TRK0111,HAWK,NI,22.624
TUI1101,EAST,NI,2240.005
TUI1101,GENE,NI,68955.528
TWC2201,TRPG,NI,38283.955
TWH0331,WAIK,NI,19932.754
TWZ0331,ALPE,SI,24.055
TWZ0331,WATA,SI,16.943
UHT0331,CKHK,NI,35.759
WAI0111,HEDL,NI,19.636
WAI0501,HEDL,NI,1.116
WDV0111,SCAN,NI,2.78
WDV1101,MERI,NI,22146.653
WEL0331,UNET,NI,127.46
WGN0331,POCO,NI,32.124
WHI2201,CTCT,NI,17280.792
WHU0331,POCO,NI,42.598
WIL0331,CKHK,NI,22259.514
WIR0331,VECT,NI,126.05
WKM2201,MRPL,NI,39605.29
WKM2201,TUAR,NI,73762.927
WKO0331,POCO,NI,1081.686
WPA2201,MRPL,NI,18824.26
WPR0331,MPOW,SI,56.377
WPR0661,MPOW,SI,1666.277
WPW0331,CHBP,NI,96.153
WRD0331,UNET,NI,47.406
WRK0331,HAWK,NI,40885.879
WRK2201,CTCT,NI,98873.975
WTK0111,MERI,SI,30905.883
WTK0111,WATA,SI,62.537
WTU0331,HAWK,NI,219.425
WVY0111,POCO,NI,8.139
WVY1101,WPWF,NI,47211.043
WWD1102,MERI,NI,46166.497
