Date,Time,Spill (Mm³),QualityCode
1980-04-12,23:59:59,6.696,200
1980-05-29,23:59:59,15.523,200
1980-06-24,23:59:59,17.114,200
1980-09-22,23:59:59,16.106,200
1981-05-05,23:59:59,17.065,200
1981-06-12,23:59:59,18.243,200
1982-06-23,23:59:59,17.092,200
1983-06-08,23:59:59,17.220,200
1984-03-07,23:59:59,7.651,200
1984-03-30,23:59:59,17.452,200
1984-05-02,23:59:59,11.525,200
1984-10-26,23:59:59,11.909,200
1987-10-02,23:59:59,10.119,200
1987-10-10,23:59:59,4.457,200
1988-09-11,23:59:59,20.193,200
1989-03-21,23:59:59,16.895,200
1989-09-17,23:59:59,15.251,200
1989-11-05,23:59:59,13.499,200
1990-03-26,23:59:59,11.055,200
1991-03-15,23:59:59,13.490,200
1991-08-12,23:59:59,16.194,200
1991-10-05,23:59:59,18.303,200
1992-02-17,23:59:59,12.714,200
1992-12-16,23:59:59,21.826,200
1993-12-29,23:59:59,13.004,200
1995-05-20,23:59:59,22.898,200
1995-06-04,23:59:59,22.569,200
1995-10-16,23:59:59,18.013,200
1996-02-23,23:59:59,22.217,200
1996-04-17,23:59:59,8.006,200
1998-11-25,23:59:59,19.919,200
2000-11-25,23:59:59,9.722,200
2001-09-13,23:59:59,14.263,200
2003-12-19,23:59:59,12.067,200
2004-02-02,23:59:59,11.039,200
2004-08-07,23:59:59,24.442,200
2005-02-05,23:59:59,12.190,200
2006-01-14,23:59:59,6.060,200
2006-08-11,23:59:59,22.263,200
2006-08-18,23:59:59,20.982,200
2006-10-11,23:59:59,23.619,200
2006-11-09,23:59:59,5.543,200
2007-04-09,23:59:59,8.160,200
2007-05-13,23:59:59,5.237,200
2007-05-25,23:59:59,9.890,200
2007-07-02,23:59:59,9.876,200
2008-06-05,23:59:59,15.906,200
2009-07-01,23:59:59,16.821,200
2009-11-18,23:59:59,16.140,200
2010-04-21,23:59:59,7.383,200
2010-12-16,23:59:59,12.650,200
2011-07-11,23:59:59,13.788,200
2011-08-07,23:59:59,17.906,200
2011-08-16,23:59:59,23.300,200
2012-08-11,23:59:59,18.171,200
2012-11-05,23:59:59,21.983,200
2013-07-10,23:59:59,18.092,200
2013-08-15,23:59:59,7.380,200
2014-02-20,23:59:59,14.327,200
2015-03-12,23:59:59,10.629,200
2015-09-27,23:59:59,16.377,200
2015-11-01,23:59:59,8.035,200
2015-12-26,23:59:59,4.875,200
2016-04-02,23:59:59,13.077,200
2016-04-17,23:59:59,10.564,200
2016-05-14,23:59:59,5.892,200
2016-08-01,23:59:59,17.922,200
2017-02-21,23:59:59,13.851,200
2017-11-15,23:59:59,17.494,200
2019-01-09,23:59:59,10.198,200
2019-04-09,23:59:59,6.128,200
2019-10-16,23:59:59,8.843,200
2020-08-28,23:59:59,8.363,200
2021-04-14,23:59:59,7.509,200
2021-09-02,23:59:59,19.909,200
2022-03-23,23:59:59,15.521,200
2022-11-30,23:59:59,26.205,200
2023-03-10,23:59:59,11.167,200
2024-02-12,23:59:59,16.956,200
1980-03-14,23:59:59,16.216,200
1982-02-12,23:59:59,15.467,200
1983-04-24,23:59:59,4.519,200
1983-05-12,23:59:59,6.231,200
1983-09-09,23:59:59,11.433,200
1984-03-03,23:59:59,11.384,200
1984-05-26,23:59:59,5.295,200
1985-03-01,23:59:59,14.718,200
1985-06-07,23:59:59,9.310,200
1985-11-30,23:59:59,7.699,200
1986-02-25,23:59:59,11.738,200
1987-04-21,23:59:59,14.363,200
1987-05-27,23:59:59,15.461,200
1987-10-28,23:59:59,10.806,200
1987-12-16,23:59:59,17.528,200
1988-01-08,23:59:59,16.706,200
1988-07-16,23:59:59,10.361,200
1989-02-09,23:59:59,18.771,200
1989-12-10,23:59:59,10.065,200
1991-01-29,23:59:59,17.846,200
1991-09-30,23:59:59,18.314,200
1992-06-07,23:59:59,6.041,200
1992-08-04,23:59:59,15.835,200
1992-09-25,23:59:59,22.437,200
1993-02-08,23:59:59,8.509,200
1993-04-10,23:59:59,6.533,200
1994-05-07,23:59:59,10.493,200
1994-07-09,23:59:59,19.236,200
1994-09-08,23:59:59,19.677,200
1994-09-14,23:59:59,18.859,200
1994-11-30,23:59:59,24.261,200
1995-02-25,23:59:59,8.454,200
1995-06-03,23:59:59,21.467,200
1995-07-26,23:59:59,24.431,200
1995-11-09,23:59:59,21.833,200
1996-11-25,23:59:59,15.199,200
1997-01-26,23:59:59,17.542,200
1997-11-09,23:59:59,11.093,200
1997-12-19,23:59:59,10.913,200
1998-09-26,23:59:59,11.345,200
1999-06-01,23:59:59,19.267,200
1999-06-24,23:59:59,19.492,200
2000-03-14,23:59:59,15.649,200
2000-03-17,23:59:59,9.835,200
2000-05-05,23:59:59,11.930,200
2001-04-23,23:59:59,16.931,200
2002-09-24,23:59:59,20.902,200
2003-01-02,23:59:59,8.634,200
2003-03-24,23:59:59,9.404,200
2003-05-04,23:59:59,5.175,200
2003-05-20,23:59:59,8.534,200
2003-11-17,23:59:59,17.612,200
2004-01-20,23:59:59,10.693,200
2004-05-14,23:59:59,7.508,200
2004-11-09,23:59:59,13.359,200
2005-08-13,23:59:59,6.547,200
2007-03-13,23:59:59,5.263,200
2007-03-29,23:59:59,12.552,200
2011-09-04,23:59:59,20.702,200
2011-11-08,23:59:59,17.666,200
2014-02-23,23:59:59,11.581,200
2014-06-07,23:59:59,7.079,200
2015-11-20,23:59:59,13.236,200
2015-12-13,23:59:59,7.193,200
2017-01-03,23:59:59,12.890,200
2017-12-11,23:59:59,15.644,200
2018-03-24,23:59:59,7.321,200
2018-08-01,23:59:59,22.564,200
2019-09-28,23:59:59,9.366,200
2020-06-08,23:59:59,10.564,200
2021-03-05,23:59:59,8.164,200
2021-03-28,23:59:59,9.083,200
2021-04-25,23:59:59,4.637,200
2021-11-23,23:59:59,17.346,200
2021-12-02,23:59:59,13.466,200
2022-05-13,23:59:59,13.567,200
2022-09-19,23:59:59,25.155,200
2023-08-23,23:59:59,19.344,200
2023-11-27,23:59:59,9.844,200
2024-09-01,23:59:59,4.251,200
2024-10-19,23:59:59,12.544,200
1980-05-13,23:59:59,13.460,200
1980-06-06,23:59:59,13.743,200
1980-10-12,23:59:59,16.890,200
1980-10-13,23:59:59,17.882,200
1981-12-05,23:59:59,8.100,200
1982-03-26,23:59:59,11.402,200
1982-08-14,23:59:59,3.200,200
1982-10-14,23:59:59,10.772,200
