Date,Time,Spill (Mm³),QualityCode
2011-10-28,23:59:59,19.514,200
2011-12-18,23:59:59,21.647,200
2013-08-18,23:59:59,25.626,200
2014-04-14,23:59:59,9.843,200
2014-04-18,23:59:59,9.891,200
2014-11-17,23:59:59,24.121,200
2015-01-23,23:59:59,21.761,200
2015-11-08,23:59:59,31.850,200
2015-12-01,23:59:59,23.688,200
2016-04-17,23:59:59,31.122,200
2016-08-07,23:59:59,30.950,200
2017-01-22,23:59:59,24.813,200
2017-02-15,23:59:59,39.331,200
2017-03-24,23:59:59,12.337,200
2017-04-16,23:59:59,8.161,200
2018-01-06,23:59:59,15.359,200
2018-03-04,23:59:59,27.440,200
2018-07-22,23:59:59,29.618,200
2019-02-09,23:59:59,19.748,200
2020-02-19,23:59:59,38.152,200
2020-04-21,23:59:59,15.841,200
2020-05-28,23:59:59,22.941,200
2020-09-29,23:59:59,57.493,200
2021-03-28,23:59:59,16.581,200
2021-09-29,23:59:59,51.193,200
2022-07-04,23:59:59,25.825,200
2022-07-27,23:59:59,30.431,200
2024-07-24,23:59:59,14.811,200
2024-10-01,23:59:59,53.183,200
1980-08-13,23:59:59,20.142,200
1981-06-25,23:59:59,22.860,200
1981-10-29,23:59:59,16.242,200
1983-03-30,23:59:59,21.938,200
1984-02-05,23:59:59,53.263,200
1984-08-14,23:59:59,9.432,200
1984-10-19,23:59:59,60.215,200
1984-12-30,23:59:59,51.468,200
1985-05-08,23:59:59,9.763,200
1985-06-08,23:59:59,17.432,200
1986-08-01,23:59:59,9.604,200
1987-01-24,23:59:59,25.842,200
1988-07-26,23:59:59,24.595,200
1988-11-17,23:59:59,54.713,200
1989-07-16,23:59:59,26.078,200
1990-06-12,23:59:59,25.223,200
1990-10-19,23:59:59,25.097,200
1990-11-23,23:59:59,14.942,200
1991-01-16,23:59:59,42.396,200
1991-05-14,23:59:59,22.704,200
1992-02-04,23:59:59,27.785,200
1992-02-20,23:59:59,26.574,200
1992-09-10,23:59:59,18.381,200
1992-10-09,23:59:59,14.053,200
1993-07-16,23:59:59,24.918,200
1994-07-31,23:59:59,24.582,200
1994-08-03,23:59:59,30.720,200
1995-10-08,23:59:59,39.707,200
1996-03-11,23:59:59,14.612,200
1996-04-24,23:59:59,23.332,200
1996-06-19,23:59:59,41.880,200
1996-12-25,23:59:59,27.964,200
1997-05-14,23:59:59,21.351,200
1997-08-09,23:59:59,16.956,200
1997-09-17,23:59:59,27.095,200
1999-01-13,23:59:59,15.434,200
1999-06-12,23:59:59,31.440,200
1999-09-02,23:59:59,18.012,200
1999-09-23,23:59:59,16.770,200
1999-12-10,23:59:59,22.493,200
