Date,Time,Spill (Mm³),QualityCode
1986-06-16,23:59:59,10.722,200
1986-07-26,23:59:59,19.550,200
1987-10-02,23:59:59,0.591,200
1988-05-04,23:59:59,8.019,200
1989-08-02,23:59:59,16.307,200
1989-12-16,23:59:59,0.567,200
1991-02-02,23:59:59,12.522,200
1991-04-02,23:59:59,15.765,200
1991-12-12,23:59:59,3.160,200
1992-12-12,23:59:59,0.781,200
1994-11-09,23:59:59,0.866,200
1995-05-18,23:59:59,0.838,200
1995-08-11,23:59:59,1.898,200
1996-03-22,23:59:59,2.099,200
1997-05-02,23:59:59,0.913,200
1997-05-18,23:59:59,12.208,200
1998-06-27,23:59:59,1.283,200
1998-09-09,23:59:59,8.740,200
1998-11-19,23:59:59,1.661,200
1999-07-11,23:59:59,4.891,200
2000-05-11,23:59:59,2.498,200
2001-10-05,23:59:59,0.771,200
2002-01-05,23:59:59,0.880,200
2003-08-05,23:59:59,16.396,200
2003-10-04,23:59:59,0.760,200
2006-05-20,23:59:59,1.041,200
2007-05-29,23:59:59,6.669,200
2008-05-28,23:59:59,8.576,200
2009-03-28,23:59:59,2.816,200
2009-05-02,23:59:59,7.637,200
2010-08-12,23:59:59,16.546,200
2011-08-08,23:59:59,4.148,200
2011-11-05,23:59:59,2.444,200
2012-08-24,23:59:59,5.157,200
2013-03-21,23:59:59,15.897,200
2013-05-16,23:59:59,10.040,200
2013-11-19,23:59:59,1.172,200
2014-05-06,23:59:59,1.518,200
2014-11-26,23:59:59,0.999,200
2014-12-31,23:59:59,1.133,200
2015-03-18,23:59:59,3.571,200
2015-07-03,23:59:59,7.133,200
2015-07-27,23:59:59,16.281,200
2015-08-20,23:59:59,5.968,200
2015-09-15,23:59:59,1.419,200
2016-06-30,23:59:59,16.828,200
2017-09-06,23:59:59,1.105,200
2017-12-29,23:59:59,2.395,200
2018-06-28,23:59:59,16.596,200
2019-08-04,23:59:59,16.340,200
2019-09-17,23:59:59,1.800,200
2021-03-01,23:59:59,9.039,200
2022-03-16,23:59:59,3.128,200
2022-04-07,23:59:59,9.774,200
2022-11-22,23:59:59,9.291,200
2023-05-09,23:59:59,1.124,200
2023-07-29,23:59:59,12.364,200
2024-07-28,23:59:59,10.329,200
1980-01-12,23:59:59,1.413,200
1980-06-10,23:59:59,0.733,200
1980-06-29,23:59:59,8.665,200
1981-03-14,23:59:59,8.432,200
1981-05-05,23:59:59,6.720,200
1981-06-19,23:59:59,6.792,200
1981-07-31,23:59:59,13.614,200
1983-09-04,23:59:59,13.603,200
1984-04-26,23:59:59,4.517,200
1985-06-11,23:59:59,19.156,200
1986-03-24,23:59:59,2.893,200
1987-03-07,23:59:59,5.342,200
1987-06-09,23:59:59,2.825,200
1987-09-14,23:59:59,0.617,200
1987-12-10,23:59:59,4.593,200
1989-01-30,23:59:59,2.492,200
1989-03-15,23:59:59,6.397,200
1989-08-14,23:59:59,15.959,200
1990-06-10,23:59:59,0.620,200
1990-07-06,23:59:59,5.197,200
1990-11-23,23:59:59,9.988,200
1991-01-17,23:59:59,4.569,200
1991-08-12,23:59:59,0.556,200
1991-10-13,23:59:59,2.337,200
1992-01-10,23:59:59,8.629,200
1992-07-20,23:59:59,1.596,200
1994-03-17,23:59:59,2.133,200
1994-03-20,23:59:59,0.834,200
1994-07-14,23:59:59,12.770,200
1994-12-11,23:59:59,0.872,200
1995-03-09,23:59:59,3.515,200
1995-03-12,23:59:59,3.506,200
1996-03-02,23:59:59,17.429,200
1996-08-26,23:59:59,4.131,200
1997-10-03,23:59:59,0.691,200
1997-11-22,23:59:59,0.763,200
