month_end,new_solar_battery_attachment_pct,low_10pct_small_solar_icps,low_10pct_new_small_solar_icps,low_10pct_solar_plus_battery_icps,low_10pct_solar_without_battery_icps,low_10pct_battery_stock_share_pct,low_10pct_registered_connection_power_proxy_mw,low_10pct_low_energy_proxy_mwh,low_10pct_central_energy_proxy_mwh,low_10pct_high_energy_proxy_mwh,high_30pct_small_solar_icps,high_30pct_new_small_solar_icps,high_30pct_solar_plus_battery_icps,high_30pct_solar_without_battery_icps,high_30pct_battery_stock_share_pct,high_30pct_registered_connection_power_proxy_mw,high_30pct_low_energy_proxy_mwh,high_30pct_central_energy_proxy_mwh,high_30pct_high_energy_proxy_mwh
2026-07-31,53.24376,89403.6,0.0,21055.0,68348.6,23.55051,172.419,172.419,258.629,344.839,89403.6,0.0,21055.0,68348.6,23.55051,172.419,172.419,258.629,344.839
2026-08-31,54.41423,90606.4,1202.8,21709.5,68896.9,23.96022,177.779,177.779,266.669,355.558,90759.4,1355.8,21792.7,68966.7,24.01156,178.461,178.461,267.691,356.922
2026-09-30,55.57619,91816.8,1210.4,22382.2,69434.6,24.37701,183.288,183.288,274.932,366.575,92133.1,1373.7,22556.2,69576.9,24.48219,184.713,184.713,277.069,369.425
2026-10-31,56.72827,93034.7,1217.9,23073.1,69961.6,24.80051,188.945,188.945,283.418,377.891,93524.7,1391.6,23345.6,70179.1,24.96199,191.177,191.177,286.766,382.355
2026-11-30,57.86918,94259.8,1225.1,23782.0,70477.8,25.23031,194.751,194.751,292.127,389.502,94934.5,1409.8,24161.5,70773.0,25.45067,197.858,197.858,296.787,395.717
2026-12-31,58.99766,95492.0,1232.2,24509.0,70983.0,25.66603,200.704,200.704,301.056,401.409,96362.6,1428.1,25004.0,71358.6,25.94784,204.758,204.758,307.137,409.516
2027-01-31,60.11253,96731.2,1239.2,25253.9,71477.3,26.10732,206.804,206.804,310.207,413.609,97809.2,1446.6,25873.6,71935.6,26.45314,211.879,211.879,317.818,423.758
2027-02-28,61.21264,97977.0,1245.8,26016.5,71960.5,26.55369,213.049,213.049,319.574,426.098,99274.4,1465.2,26770.5,72503.9,26.96616,219.224,219.224,328.835,438.447
2027-03-31,62.29693,99229.4,1252.4,26796.7,72432.7,27.00481,219.438,219.438,329.157,438.877,100758.3,1483.9,27694.9,73063.4,27.48648,226.794,226.794,340.19,453.587
2027-04-30,63.36441,100488.2,1258.8,27594.3,72893.9,27.46029,225.97,225.97,338.955,451.94,102261.1,1502.8,28647.2,73613.9,28.01374,234.592,234.592,351.887,469.183
2027-05-31,64.41416,101753.1,1264.9,28409.1,73344.0,27.91966,232.642,232.642,348.963,465.285,103783.0,1521.9,29627.5,74155.5,28.54752,242.619,242.619,363.929,485.239
2027-06-30,65.44531,103024.0,1270.9,29240.9,73783.1,28.38258,239.453,239.453,359.18,478.907,105324.1,1541.1,30636.1,74688.0,29.08741,250.879,250.879,376.318,501.757
2027-07-31,66.45711,104300.7,1276.7,30089.3,74211.4,28.84863,246.401,246.401,369.602,492.803,106884.5,1560.4,31673.0,75211.5,29.63297,259.371,259.371,389.056,518.741
2027-08-31,67.44885,105582.9,1282.2,30954.2,74628.7,29.31739,253.484,253.484,380.225,506.967,108464.5,1580.0,32738.7,75725.8,30.18383,268.098,268.098,402.146,536.195
2027-09-30,68.41992,106870.5,1287.6,31835.1,75035.4,29.78851,260.698,260.698,391.047,521.396,110064.0,1599.5,33833.1,76230.9,30.73949,277.059,277.059,415.589,554.119
2027-10-31,69.36976,108163.2,1292.7,32731.9,75431.3,30.26156,268.041,268.041,402.062,536.083,111683.4,1619.4,34956.5,76726.9,31.29963,286.259,286.259,429.388,572.517
2027-11-30,70.29792,109460.8,1297.6,33644.1,75816.7,30.73617,275.511,275.511,413.267,551.022,113322.6,1639.2,36108.8,77213.8,31.86374,295.695,295.695,443.543,591.39
2027-12-31,71.20399,110763.2,1302.4,34571.4,76191.8,31.21201,283.105,283.105,424.658,566.211,114981.9,1659.3,37290.3,77691.6,32.43145,305.37,305.37,458.055,610.741
2028-01-31,72.08767,112070.0,1306.8,35513.5,76556.5,31.68864,290.82,290.82,436.23,581.639,116661.4,1679.5,38501.0,78160.4,33.00236,315.285,315.285,472.927,630.57
2028-02-29,72.94868,113381.2,1311.2,36470.0,76911.2,32.16579,298.653,298.653,447.979,597.305,118361.2,1699.8,39741.0,78620.2,33.57603,325.439,325.439,488.159,650.878
2028-03-31,73.78687,114696.3,1315.1,37440.3,77256.0,32.64302,306.599,306.599,459.898,613.198,120081.5,1720.3,41010.4,79071.1,34.1521,335.834,335.834,503.751,671.668
2028-04-30,74.6021,116015.3,1319.0,38424.3,77591.0,33.12006,314.657,314.657,471.985,629.314,121822.3,1740.8,42309.0,79513.3,34.73011,346.469,346.469,519.703,692.937
2028-05-31,75.39433,117337.9,1322.6,39421.5,77916.4,33.59656,322.823,322.823,484.234,645.645,123583.9,1761.6,43637.2,79946.7,35.30975,357.345,357.345,536.017,714.69
2028-06-30,76.16356,118663.8,1325.9,40431.4,78232.4,34.07219,331.092,331.092,496.639,662.185,125366.2,1782.3,44994.6,80371.6,35.89056,368.461,368.461,552.692,736.922
2028-07-31,76.90985,119992.9,1329.1,41453.6,78539.3,34.54668,339.463,339.463,509.195,678.926,127169.5,1803.3,46381.5,80788.0,36.47223,379.819,379.819,569.728,759.637
2028-08-31,77.63331,121324.8,1331.9,42487.6,78837.2,35.01968,347.931,347.931,521.896,695.861,128993.8,1824.3,47797.8,81196.0,37.05435,391.416,391.416,587.124,782.833
2028-09-30,78.33411,122659.4,1334.6,43533.0,79126.4,35.49097,356.492,356.492,534.738,712.984,130839.3,1845.5,49243.5,81595.8,37.6366,403.255,403.255,604.882,806.51
2028-10-31,79.01245,123996.5,1337.1,44589.5,79407.0,35.96027,365.143,365.143,547.715,730.287,132706.1,1866.8,50718.5,81987.6,38.21865,415.334,415.334,623.0,830.667
2028-11-30,79.66859,125335.7,1339.2,45656.4,79679.3,36.42729,373.88,373.88,560.82,747.761,134594.3,1888.2,52222.8,82371.5,38.80014,427.652,427.652,641.478,855.305
2028-12-31,80.30281,126676.9,1341.2,46733.4,79943.5,36.89183,382.7,382.7,574.05,765.4,136503.9,1909.6,53756.2,82747.7,39.38074,440.21,440.21,660.315,880.42
2029-01-31,80.91543,128019.8,1342.9,47820.0,80199.8,37.35363,391.598,391.598,587.397,783.197,138435.1,1931.2,55318.9,83116.2,39.96015,453.006,453.006,679.509,906.013
2029-02-28,81.50681,129364.2,1344.4,48915.8,80448.4,37.81248,400.572,400.572,600.857,801.143,140388.1,1953.0,56910.7,83477.4,40.53813,466.042,466.042,699.063,932.084
2029-03-31,82.07732,130709.8,1345.6,50020.2,80689.6,38.26817,409.616,409.616,614.424,819.232,142362.8,1974.7,58531.5,83831.3,41.11431,479.314,479.314,718.972,958.629
2029-04-30,82.62737,132056.5,1346.7,51133.0,80923.5,38.72054,418.728,418.728,628.092,837.456,144359.3,1996.5,60181.1,84178.2,41.68844,492.823,492.823,739.235,985.647
2029-05-31,83.15738,133403.9,1347.4,52253.5,81150.4,39.16936,427.904,427.904,641.855,855.807,146377.9,2018.6,61859.8,84518.1,42.26031,506.57,506.57,759.854,1013.139
2029-06-30,83.66781,134751.8,1347.9,53381.2,81370.6,39.61447,437.139,437.139,655.708,874.277,148418.4,2040.5,63567.0,84851.4,42.82959,520.55,520.55,780.825,1041.1
2029-07-31,84.1591,136100.0,1348.2,54515.8,81584.2,40.05573,446.43,446.43,669.645,892.861,150481.1,2062.7,65302.9,85178.2,43.39611,534.766,534.766,802.149,1069.532
2029-08-31,84.63174,137448.3,1348.3,55656.9,81791.4,40.493,455.775,455.775,683.662,911.549,152565.9,2084.8,67067.4,85498.5,43.95959,549.215,549.215,823.822,1098.429
2029-09-30,85.08619,138796.4,1348.1,56804.0,81992.4,40.92612,465.168,465.168,697.752,930.336,154673.0,2107.1,68860.2,85812.8,44.51986,563.896,563.896,845.844,1127.792
2029-10-31,85.52296,140144.1,1347.7,57956.6,82187.5,41.35499,474.606,474.606,711.91,949.213,156802.4,2129.4,70681.3,86121.1,45.07669,578.809,578.809,868.214,1157.619
2029-11-30,85.94253,141491.1,1347.0,59114.2,82376.9,41.77946,484.086,484.086,726.13,968.173,158954.2,2151.8,72530.6,86423.6,45.6299,593.953,593.953,890.93,1187.907
2029-12-31,86.34541,142837.3,1346.2,60276.6,82560.7,42.19948,493.605,493.605,740.408,987.21,161128.4,2174.2,74408.0,86720.4,46.1793,609.327,609.327,913.99,1218.654
2030-01-31,86.73209,144182.3,1345.0,61443.1,82739.2,42.6149,503.158,503.158,754.737,1006.316,163325.1,2196.7,76313.2,87011.9,46.72473,624.929,624.929,937.393,1249.858
2030-02-28,87.10307,145526.1,1343.8,62613.6,82912.5,43.02571,512.743,512.743,769.115,1025.486,165544.3,2219.2,78246.2,87298.1,47.26602,640.758,640.758,961.137,1281.516
2030-03-31,87.45886,146868.2,1342.1,63787.4,83080.8,43.43175,522.355,522.355,783.533,1044.71,167786.1,2241.8,80206.8,87579.3,47.80304,656.814,656.814,985.221,1313.628
2030-04-30,87.79994,148208.6,1340.4,64964.3,83244.3,43.83301,531.993,531.993,797.989,1063.985,170050.5,2264.4,82195.0,87855.5,48.33564,673.095,673.095,1009.642,1346.19
2030-05-31,88.1268,149547.0,1338.4,66143.8,83403.2,44.22943,541.651,541.651,812.477,1083.303,172337.5,2287.0,84210.5,88127.0,48.86368,689.599,689.599,1034.399,1379.199
2030-06-30,88.43994,150883.2,1336.2,67325.5,83557.7,44.62095,551.329,551.329,826.993,1102.657,174647.2,2309.7,86253.1,88394.1,49.38708,706.327,706.327,1059.491,1412.654
2030-07-31,88.73982,152216.9,1333.7,68509.0,83707.9,45.00751,561.021,561.021,841.531,1122.041,176979.5,2332.3,88322.8,88656.7,49.90568,723.276,723.276,1084.913,1446.551
2030-08-31,89.02692,153547.9,1331.0,69694.0,83853.9,45.38909,570.724,570.724,856.086,1141.448,179334.6,2355.1,90419.5,88915.1,50.41944,740.445,740.445,1110.668,1480.891
2030-09-30,89.3017,154876.2,1328.3,70880.2,83996.0,45.76571,580.438,580.438,870.657,1160.876,181712.3,2377.7,92542.8,89169.5,50.92821,757.833,757.833,1136.75,1515.666
2030-10-31,89.56461,156201.3,1325.1,72067.0,84134.3,46.13726,590.157,590.157,885.235,1180.313,184112.8,2400.5,94692.8,89420.0,51.43196,775.44,775.44,1163.159,1550.879
2030-11-30,89.8161,157523.2,1321.9,73254.3,84268.9,46.50381,599.879,599.879,899.819,1199.759,186535.9,2423.1,96869.2,89666.7,51.93057,793.262,793.262,1189.892,1586.523
2030-12-31,90.05659,158841.6,1318.4,74441.6,84400.0,46.8653,609.602,609.602,914.403,1219.204,188981.8,2445.9,99071.9,89909.9,52.42402,811.299,811.299,1216.949,1622.599
2031-01-31,90.28651,160156.3,1314.7,75628.6,84527.7,47.22174,619.323,619.323,928.984,1238.645,191450.3,2468.5,101300.6,90149.7,52.91221,829.55,829.55,1244.326,1659.101
2031-02-28,90.50627,161467.1,1310.8,76814.9,84652.2,47.57312,629.038,629.038,943.556,1258.075,193941.4,2491.1,103555.2,90386.2,53.39509,848.013,848.013,1272.02,1696.027
2031-03-31,90.71627,162773.9,1306.8,78000.4,84773.5,47.91949,638.745,638.745,958.118,1277.491,196455.2,2513.8,105835.6,90619.6,53.87264,866.688,866.688,1300.032,1733.375
2031-04-30,90.9169,164076.5,1302.6,79184.7,84891.8,48.26085,648.444,648.444,972.665,1296.887,198991.6,2536.4,108141.6,90850.0,54.34482,885.572,885.572,1328.358,1771.143
2031-05-31,91.10853,165374.6,1298.1,80367.4,85007.2,48.59718,658.129,658.129,987.193,1316.257,201550.5,2558.9,110473.0,91077.5,54.81157,904.663,904.663,1356.995,1809.327
2031-06-30,91.29154,166668.1,1293.5,81548.2,85119.9,48.92853,667.799,667.799,1001.698,1335.597,204132.0,2581.5,112829.7,91302.3,55.2729,923.962,923.962,1385.943,1847.925
2031-07-31,91.46627,167956.9,1288.8,82727.1,85229.8,49.25493,677.452,677.452,1016.178,1354.904,206735.8,2603.8,115211.3,91524.5,55.72875,943.465,943.465,1415.198,1886.93
2031-08-31,91.63308,169240.7,1283.8,83903.4,85337.3,49.5764,687.085,687.085,1030.628,1374.171,209362.1,2626.3,117617.8,91744.3,56.17915,963.173,963.173,1444.759,1926.345
2031-09-30,91.79229,170519.4,1278.7,85077.2,85442.2,49.89297,696.697,696.697,1045.046,1393.394,212010.7,2648.6,120049.1,91961.6,56.62405,983.082,983.082,1474.623,1966.163
2031-10-31,91.94422,171792.8,1273.4,86248.0,85544.8,50.20467,706.285,706.285,1059.427,1412.57,214681.6,2670.9,122504.8,92176.8,57.06348,1003.192,1003.192,1504.788,2006.383
2031-11-30,92.08918,173060.7,1267.9,87415.6,85645.1,50.51153,715.846,715.846,1073.77,1431.693,217374.7,2693.1,124984.8,92389.9,57.49742,1023.501,1023.501,1535.251,2047.002
2031-12-31,92.22747,174323.1,1262.4,88579.9,85743.2,50.81363,725.381,725.381,1088.071,1450.761,220089.8,2715.1,127488.9,92600.9,57.92586,1044.007,1044.007,1566.01,2088.013
2032-01-31,92.35939,175579.7,1256.6,89740.5,85839.2,51.11096,734.885,734.885,1102.327,1469.77,222826.9,2737.1,130016.9,92810.0,58.34883,1064.708,1064.708,1597.062,2129.417
2032-02-29,92.48519,176830.4,1250.7,90897.2,85933.2,51.4036,744.357,744.357,1116.536,1488.714,225586.0,2759.1,132568.6,93017.4,58.76634,1085.605,1085.605,1628.407,2171.209
2032-03-31,92.60516,178075.1,1244.7,92049.8,86025.3,51.69159,753.796,753.796,1130.694,1507.592,228366.8,2780.8,135143.8,93223.0,59.17839,1106.693,1106.693,1660.039,2213.385
2032-04-30,92.71955,179313.6,1238.5,93198.2,86115.4,51.97496,763.2,763.2,1144.8,1526.4,231169.3,2802.5,137742.3,93427.0,59.58502,1127.971,1127.971,1691.957,2255.943
2032-05-31,92.8286,180545.9,1232.3,94342.1,86203.8,52.25381,772.567,772.567,1158.851,1545.135,233993.4,2824.1,140363.8,93629.6,59.98624,1149.44,1149.44,1724.159,2298.879
2032-06-30,92.93255,181771.7,1225.8,95481.3,86290.4,52.52813,781.896,781.896,1172.844,1563.792,236838.8,2845.4,143008.1,93830.7,60.38206,1171.094,1171.094,1756.641,2342.187
2032-07-31,93.03163,182990.9,1219.2,96615.5,86375.4,52.79799,791.184,791.184,1186.777,1582.369,239705.6,2866.8,145675.2,94030.4,60.77254,1192.934,1192.934,1789.401,2385.868
2032-08-31,93.12606,184203.5,1212.6,97744.8,86458.7,53.06347,800.432,800.432,1200.648,1600.864,242593.6,2888.0,148364.7,94228.9,61.1577,1214.958,1214.958,1822.437,2429.916
2032-09-30,93.21605,185409.3,1205.8,98868.8,86540.5,53.3246,809.636,809.636,1214.454,1619.273,245502.5,2908.9,151076.2,94426.3,61.53755,1237.163,1237.163,1855.745,2474.326
2032-10-31,93.30179,186608.3,1199.0,99987.4,86620.9,53.58146,818.797,818.797,1228.196,1637.594,248432.3,2929.8,153809.8,94622.5,61.91215,1259.548,1259.548,1889.322,2519.097
2032-11-30,93.38348,187800.2,1191.9,101100.5,86699.7,53.83407,827.912,827.912,1241.868,1655.824,251382.7,2950.4,156565.0,94817.7,62.28152,1282.11,1282.11,1923.166,2564.221
2032-12-31,93.46131,188985.0,1184.8,102207.8,86777.2,54.0825,836.98,836.98,1255.47,1673.96,254353.7,2971.0,159341.7,95012.0,62.64572,1304.849,1304.849,1957.274,2609.698
2033-01-31,93.53545,190162.7,1177.7,103309.4,86853.3,54.32684,846.001,846.001,1269.001,1692.001,257345.0,2991.3,162139.6,95205.4,63.00477,1327.761,1327.761,1991.642,2655.523
2033-02-28,93.60607,191333.0,1170.3,104404.9,86928.1,54.56709,854.971,854.971,1282.457,1709.943,260356.4,3011.4,164958.5,95397.9,63.35872,1350.845,1350.845,2026.267,2701.69
2033-03-31,93.67334,192496.0,1163.0,105494.3,87001.7,54.80336,863.893,863.893,1295.839,1727.785,263387.9,3031.5,167798.2,95589.7,63.70763,1374.099,1374.099,2061.149,2748.199
2033-04-30,93.7374,193651.6,1155.6,106577.5,87074.1,55.0357,872.763,872.763,1309.145,1745.526,266439.0,3051.1,170658.2,95780.8,64.05151,1397.52,1397.52,2096.28,2795.04
2033-05-31,93.79841,194799.6,1148.0,107654.3,87145.3,55.26413,881.581,881.581,1322.372,1763.162,269509.7,3070.7,173538.5,95971.2,64.39044,1421.107,1421.107,2131.66,2842.213
2033-06-30,93.8565,195940.1,1140.5,108724.7,87215.4,55.48877,890.347,890.347,1335.52,1780.694,272599.8,3090.1,176438.7,96161.1,64.72445,1444.857,1444.857,2167.285,2889.714
2033-07-31,93.91182,197072.8,1132.7,109788.5,87284.3,55.70961,899.058,899.058,1348.587,1798.116,275708.9,3109.1,179358.5,96350.4,65.05359,1468.767,1468.767,2203.151,2937.534
2033-08-31,93.9645,198197.8,1125.0,110845.6,87352.2,55.92675,907.714,907.714,1361.572,1815.429,278837.0,3128.1,182297.8,96539.2,65.37793,1492.837,1492.837,2239.256,2985.674
2033-09-30,94.01465,199315.1,1117.3,111896.0,87419.1,56.14026,916.316,916.316,1374.475,1832.633,281983.7,3146.7,185256.2,96727.5,65.69749,1517.063,1517.063,2275.595,3034.126
2033-10-31,94.06239,200424.5,1109.4,112939.5,87485.0,56.35017,924.862,924.862,1387.293,1849.724,285148.8,3165.1,188233.4,96915.4,66.01233,1541.443,1541.443,2312.165,3082.886
2033-11-30,94.10785,201526.0,1101.5,113976.1,87549.9,56.55654,933.351,933.351,1400.026,1866.701,288332.1,3183.3,191229.1,97103.0,66.32252,1565.975,1565.975,2348.963,3131.95
2033-12-31,94.15112,202619.5,1093.5,115005.7,87613.8,56.75943,941.781,941.781,1412.672,1883.563,291533.3,3201.2,194243.1,97290.2,66.62809,1590.657,1590.657,2385.985,3181.313
2034-01-31,94.19231,203705.1,1085.6,116028.2,87676.9,56.95892,950.155,950.155,1425.233,1900.31,294752.1,3218.8,197274.9,97477.2,66.9291,1615.484,1615.484,2423.227,3230.969
2034-02-28,94.23151,204782.6,1077.5,117043.6,87739.0,57.15504,958.47,958.47,1437.705,1916.94,297988.3,3236.2,200324.5,97663.8,67.22561,1640.457,1640.457,2460.686,3280.914
2034-03-31,94.26883,205852.1,1069.5,118051.8,87800.3,57.34786,966.726,966.726,1450.089,1933.452,301241.6,3253.3,203391.3,97850.3,67.51767,1665.571,1665.571,2498.357,3331.143
2034-04-30,94.30435,206913.5,1061.4,119052.7,87860.8,57.53744,974.923,974.923,1462.384,1949.846,304511.7,3270.1,206475.2,98036.5,67.80533,1690.825,1690.825,2536.238,3381.65
2034-05-31,94.33816,207966.8,1053.3,120046.4,87920.4,57.72382,983.06,983.06,1474.59,1966.12,307798.4,3286.7,209575.8,98222.6,68.08865,1716.216,1716.216,2574.324,3432.432
2034-06-30,94.37033,209011.9,1045.1,121032.7,87979.2,57.90706,991.136,991.136,1486.705,1982.273,311101.3,3302.9,212692.7,98408.6,68.36767,1741.741,1741.741,2612.611,3483.481
2034-07-31,94.40095,210048.8,1036.9,122011.5,88037.3,58.08721,999.152,999.152,1498.728,1998.304,314420.1,3318.8,215825.7,98594.4,68.64246,1767.397,1767.397,2651.095,3534.793
2034-08-31,94.43009,211077.6,1028.8,122983.0,88094.6,58.26435,1007.108,1007.108,1510.662,2014.215,317754.6,3334.5,218974.5,98780.1,68.91308,1793.182,1793.182,2689.773,3586.364
2034-09-30,94.45783,212098.2,1020.6,123947.0,88151.2,58.43851,1015.002,1015.002,1522.503,2030.004,321104.4,3349.8,222138.6,98965.8,69.17956,1819.093,1819.093,2728.64,3638.186
2034-10-31,94.48421,213110.6,1012.4,124903.6,88207.0,58.60975,1022.835,1022.835,1534.253,2045.671,324469.2,3364.8,225317.8,99151.4,69.44198,1845.128,1845.128,2767.692,3690.255
2034-11-30,94.50933,214114.7,1004.1,125852.6,88262.1,58.7781,1030.607,1030.607,1545.91,2061.213,327848.6,3379.4,228511.7,99336.9,69.70037,1871.282,1871.282,2806.923,3742.564
2034-12-31,94.53322,215110.7,996.0,126794.1,88316.6,58.94365,1038.317,1038.317,1557.475,2076.634,331242.4,3393.8,231719.9,99522.5,69.9548,1897.555,1897.555,2846.332,3795.109
2035-01-31,94.55596,216098.4,987.7,127728.0,88370.4,59.10642,1045.965,1045.965,1568.947,2091.93,334650.3,3407.9,234942.3,99708.0,70.20532,1923.943,1923.943,2885.914,3847.885
2035-02-28,94.57759,217077.9,979.5,128654.4,88423.5,59.26648,1053.551,1053.551,1580.327,2107.102,338071.8,3421.5,238178.3,99893.5,70.45198,1950.442,1950.442,2925.663,3900.884
2035-03-31,94.59818,218049.3,971.4,129573.4,88475.9,59.42388,1061.076,1061.076,1591.614,2122.152,341506.6,3434.8,241427.5,100079.1,70.69484,1977.05,1977.05,2965.575,3954.1
2035-04-30,94.61776,219012.4,963.1,130484.6,88527.8,59.57864,1068.539,1068.539,1602.808,2137.077,344954.4,3447.8,244689.8,100264.6,70.93395,2003.765,2003.765,3005.647,4007.529
2035-05-31,94.6364,219967.4,955.0,131388.4,88579.0,59.73085,1075.94,1075.94,1613.909,2151.879,348414.8,3460.4,247964.6,100450.2,71.16936,2030.582,2030.582,3045.873,4061.164
2035-06-30,94.65413,220914.2,946.8,132284.6,88629.6,59.88052,1083.278,1083.278,1624.918,2166.557,351887.5,3472.7,251251.6,100635.9,71.40112,2057.5,2057.5,3086.249,4114.999
2035-07-31,94.67099,221852.8,938.6,133173.2,88679.6,60.02771,1090.555,1090.555,1635.833,2181.11,355372.0,3484.5,254550.4,100821.6,71.62929,2084.514,2084.514,3126.77,4169.027
2035-08-31,94.68704,222783.3,930.5,134054.2,88729.1,60.17247,1097.77,1097.77,1646.655,2195.54,358868.1,3496.1,257860.8,101007.3,71.85392,2111.622,2111.622,3167.433,4223.244
2035-09-30,94.70231,223705.8,922.5,134927.9,88777.9,60.31487,1104.924,1104.924,1657.386,2209.848,362375.4,3507.3,261182.3,101193.1,72.07506,2138.822,2138.822,3208.233,4277.644
2035-10-31,94.71683,224620.1,914.3,135793.8,88826.3,60.4549,1112.016,1112.016,1668.024,2224.032,365893.4,3518.0,264514.4,101379.0,72.29276,2166.109,2166.109,3249.163,4332.217
2035-11-30,94.73065,225526.4,906.3,136652.4,88874.0,60.59264,1119.046,1119.046,1678.57,2238.093,369421.8,3528.4,267856.9,101564.9,72.50706,2193.48,2193.48,3290.22,4386.96
2035-12-31,94.7438,226424.7,898.3,137503.5,88921.2,60.72813,1126.016,1126.016,1689.024,2252.032,372960.2,3538.4,271209.3,101750.9,72.71803,2220.933,2220.933,3331.4,4441.866
2036-01-31,94.7563,227315.0,890.3,138347.1,88967.9,60.8614,1132.924,1132.924,1699.386,2265.849,376508.2,3548.0,274571.3,101936.9,72.92571,2248.464,2248.464,3372.696,4496.928
2036-02-29,94.7682,228197.4,882.4,139183.3,89014.1,60.99251,1139.772,1139.772,1709.658,2279.544,380065.5,3557.3,277942.5,102123.0,73.13015,2276.071,2276.071,3414.106,4552.142
2036-03-31,94.77952,229071.9,874.5,140012.2,89059.7,61.1215,1146.56,1146.56,1719.84,2293.119,383631.6,3566.1,281322.4,102309.2,73.33139,2303.749,2303.749,3455.624,4607.498
2036-04-30,94.79029,229938.4,866.5,140833.5,89104.9,61.24837,1153.286,1153.286,1729.929,2306.572,387206.1,3574.5,284710.7,102495.4,73.52949,2331.496,2331.496,3497.244,4662.991
2036-05-31,94.80053,230797.2,858.8,141647.7,89149.5,61.37322,1159.953,1159.953,1739.929,2319.906,390788.7,3582.6,288107.0,102681.7,73.7245,2359.308,2359.308,3538.962,4718.616
2036-06-30,94.81027,231648.2,851.0,142454.5,89193.7,61.49606,1166.56,1166.56,1749.84,2333.12,394378.9,3590.2,291510.9,102868.0,73.91645,2387.183,2387.183,3580.774,4774.365
2036-07-31,94.81954,232491.4,843.2,143254.0,89237.4,61.61692,1173.107,1173.107,1759.661,2346.215,397976.3,3597.4,294921.9,103054.4,74.1054,2415.116,2415.116,3622.673,4830.231
2036-08-31,94.82835,233326.9,835.5,144046.3,89280.6,61.73584,1179.595,1179.595,1769.393,2359.191,401580.6,3604.3,298339.8,103240.8,74.29139,2443.105,2443.105,3664.657,4886.209
2036-09-30,94.83674,234154.8,827.9,144831.5,89323.3,61.85287,1186.025,1186.025,1779.037,2372.05,405191.2,3610.6,301764.0,103427.2,74.47447,2471.145,2471.145,3706.718,4942.291
2036-10-31,94.84471,234975.1,820.3,145609.5,89365.6,61.96805,1192.396,1192.396,1788.594,2384.792,408807.9,3616.7,305194.2,103613.7,74.65468,2499.236,2499.236,3748.853,4998.471
2036-11-30,94.8523,235787.8,812.7,146380.4,89407.4,62.08139,1198.709,1198.709,1798.063,2397.417,412430.1,3622.2,308630.0,103800.1,74.83207,2527.371,2527.371,3791.056,5054.742
2036-12-31,94.85952,236593.1,805.3,147144.3,89448.8,62.19296,1204.964,1204.964,1807.446,2409.929,416057.6,3627.5,312071.0,103986.6,75.00668,2555.549,2555.549,3833.324,5111.099
2037-01-31,94.86638,237390.9,797.8,147901.1,89489.8,62.30277,1211.162,1211.162,1816.743,2422.324,419689.7,3632.1,315516.6,104173.1,75.17855,2583.766,2583.766,3875.649,5167.532
2037-02-28,94.87292,238181.3,790.4,148651.0,89530.3,62.41085,1217.303,1217.303,1825.954,2434.606,423326.3,3636.6,318966.8,104359.5,75.34774,2612.019,2612.019,3918.029,5224.038
2037-03-31,94.87913,238964.4,783.1,149394.0,89570.4,62.51725,1223.387,1223.387,1835.081,2446.774,426966.7,3640.4,322420.8,104545.9,75.51427,2640.304,2640.304,3960.456,5280.607
2037-04-30,94.88503,239740.3,775.9,150130.2,89610.1,62.62201,1229.416,1229.416,1844.124,2458.832,430610.7,3644.0,325878.4,104732.3,75.67819,2668.618,2668.618,4002.927,5337.236
2037-05-31,94.89065,240508.9,768.6,150859.5,89649.4,62.72513,1235.389,1235.389,1853.083,2470.777,434257.8,3647.1,329339.1,104918.7,75.83955,2696.958,2696.958,4045.437,5393.916
2037-06-30,94.896,241270.4,761.5,151582.1,89688.3,62.82667,1241.306,1241.306,1861.959,2482.612,437907.5,3649.7,332802.6,105104.9,75.99837,2725.32,2725.32,4087.98,5450.64
2037-07-31,94.90108,242024.8,754.4,152298.1,89726.7,62.92664,1247.169,1247.169,1870.753,2494.338,441559.5,3652.0,336268.3,105291.2,76.15471,2753.702,2753.702,4130.552,5507.403
2037-08-31,94.90592,242772.1,747.3,153007.3,89764.8,63.02508,1252.977,1252.977,1879.465,2505.954,445213.3,3653.8,339736.0,105477.3,76.3086,2782.098,2782.098,4173.147,5564.197
2037-09-30,94.91052,243512.5,740.4,153710.0,89802.5,63.12203,1258.731,1258.731,1888.097,2517.463,448868.6,3655.3,343205.3,105663.3,76.46008,2810.508,2810.508,4215.762,5621.016
2037-10-31,94.91489,244246.0,733.5,154406.2,89839.8,63.21751,1264.433,1264.433,1896.649,2528.865,452524.9,3656.3,346675.7,105849.2,76.60919,2838.927,2838.927,4258.39,5677.854
2037-11-30,94.91906,244972.6,726.6,155095.9,89876.7,63.31154,1270.08,1270.08,1905.121,2540.161,456181.8,3656.9,350146.8,106035.0,76.75597,2867.352,2867.352,4301.028,5734.704
2037-12-31,94.92301,245692.5,719.9,155779.3,89913.2,63.40416,1275.676,1275.676,1913.515,2551.353,459838.9,3657.1,353618.2,106220.7,76.90045,2895.779,2895.779,4343.669,5791.559
