date,PKI_actual_combined_inflow_m3s,PKI_storage_change_mm3,PKI_spill_m3s,PKI_balance_release_m3s,OHU_natural_inflow_m3s,OHU_actual_excl_diverted_m3s,OHU_natural_minus_actual_m3s,OHA_turbine_flow_m3s,PKI_plus_OHU_natural_minus_OHA_m3s,PKI_plus_OHU_actual_minus_OHA_m3s,RTH_spill_m3s,OHB_turbine_flow_m3s,OHA_minus_RTHspill_minus_OHB_m3s,OHC_turbine_flow_m3s,OHB_minus_OHC_m3s
2024-01-02,301.888,9.094,0.0,196.63337,58.0,45.544,12.456,205.147647,49.485723,37.029723,0.0,205.9965,-0.848853,205.51,0.4865
2024-01-03,244.499,1.084,0.0,231.952704,59.0,46.896,12.104,329.670166,-38.717463,-50.821463,0.0,323.7367,5.933466,322.5873,1.1494
2024-01-04,244.827,0.86,0.0,234.873296,58.0,46.467,11.533,223.568708,69.304589,57.771589,0.0,226.2065,-2.637792,225.4262,0.7803
2024-01-05,179.024,3.759,0.0,135.517056,56.0,43.873,12.127,262.841812,-71.324756,-83.451756,0.0,259.4738,3.368012,258.3064,1.1674
2024-01-06,234.562,0.874,0.0,224.446259,56.0,43.92,12.08,193.271036,87.175224,75.095224,0.0,194.2288,-0.957764,193.6446,0.5842
2024-01-07,201.831,2.808,0.0,169.331,50.0,37.594,12.406,258.356468,-39.025468,-51.431468,0.0,257.3843,0.972168,255.853,1.5313
2024-01-08,198.15,-1.939,0.0,220.59213,55.0,42.854,12.146,281.874344,-6.282214,-18.428214,0.0,281.669,0.205344,279.8071,1.8619
2024-01-09,180.172,-1.344,0.0,195.727556,36.0,24.404,11.596,284.165051,-52.437495,-64.033495,0.0,288.0313,-3.866249,286.205,1.8263
2024-01-10,205.046,-7.719,0.0,294.386278,60.0,48.33,11.67,296.861674,57.524603,45.854603,0.0,289.9572,6.904474,287.5207,2.4365
2024-01-11,196.55,-1.001,0.0,208.135648,32.0,20.153,11.847,285.154393,-45.018745,-56.865745,0.0,285.9532,-0.798807,284.2484,1.7048
2024-01-12,174.764,-4.973,0.0,232.32187,45.0,33.387,11.613,304.232962,-26.911092,-38.524092,0.0,307.6597,-3.426738,305.9872,1.6725
2024-01-13,207.46,-4.997,0.0,265.295648,56.0,44.105,11.895,273.295597,48.000051,36.105051,0.0,266.1255,7.170097,263.7515,2.374
2024-01-14,229.058,6.862,0.0,149.636704,70.0,58.194,11.806,182.189045,37.447658,25.641658,0.0,183.3352,-1.146155,182.425,0.9102
2024-01-15,249.287,6.142,0.0,178.199037,77.0,64.992,12.008,303.559137,-48.3601,-60.3681,0.0,313.0938,-9.534663,311.7168,1.377
2024-01-16,251.364,-5.182,1.215278,310.125574,50.0,37.527,12.473,389.121739,-28.996165,-41.469165,0.0,405.1706,-16.048861,403.4037,1.7669
2024-01-17,223.1,-7.924,2.604167,312.208796,42.0,29.549,12.451,384.660122,-30.451325,-42.902325,0.0,400.739,-16.078878,398.8875,1.8515
2024-01-18,234.046,-7.947,2.592593,323.432574,48.0,36.107,11.893,388.510351,-17.077777,-28.970777,0.0,399.7197,-11.209349,398.2992,1.4205
2024-01-19,506.892,5.506,2.604167,440.560981,311.0,298.503,12.497,404.863564,346.697417,334.200417,0.0,410.0618,-5.198236,409.4061,0.6557
2024-01-20,1277.802,63.29,2.673611,542.605241,516.0,503.824,12.176,314.622479,743.982761,731.806761,0.0,312.2336,2.388879,310.5869,1.6467
2024-01-21,817.672,79.145,2.766204,-101.124296,147.0,135.239,11.761,331.112972,-285.237269,-296.998269,0.0,326.8271,4.285872,325.0503,1.7768
2024-01-22,555.214,37.15,2.8125,122.424648,114.0,101.534,12.466,392.175016,-155.750368,-168.216368,0.0,393.4252,-1.250184,391.7956,1.6296
2024-01-23,607.322,26.637,1.527778,297.495611,209.0,196.74,12.26,312.919184,193.576427,181.316427,0.0,309.3969,3.522284,307.8058,1.5911
2024-01-24,489.587,31.778,0.0,121.786074,116.0,103.974,12.026,372.473321,-134.687246,-146.713246,0.0,370.5226,1.950721,368.944,1.5786
2024-01-25,374.322,15.816,0.0,191.266444,68.0,56.137,11.863,381.457244,-122.1908,-134.0538,0.0,381.4364,0.020844,379.3847,2.0517
2024-01-26,338.058,6.835,0.0,258.949204,66.0,53.741,12.259,433.427805,-108.478601,-120.737601,0.0,434.3308,-0.902995,432.1495,2.1813
2024-01-27,553.355,15.955,0.0,368.690648,305.0,293.014,11.986,280.291262,393.399387,381.413387,0.0,280.8533,-0.562038,278.7291,2.1242
2024-01-28,620.362,43.23,0.0,120.014778,128.0,115.658,12.342,222.851842,25.162936,12.820936,0.0,227.7846,-4.932758,225.9299,1.8547
2024-01-29,447.796,32.624,0.0,70.203407,94.0,81.799,12.201,279.529607,-115.3262,-127.5272,0.0,285.6154,-6.085793,284.2173,1.3981
2024-01-30,335.214,12.671,0.0,188.558907,82.0,70.057,11.943,286.997299,-16.438391,-28.381391,0.0,276.5889,10.408399,275.8306,0.7583
2024-01-31,290.902,2.761,0.0,258.945981,86.0,73.841,12.159,346.174146,-1.228165,-13.387165,0.0,355.7349,-9.560754,354.0484,1.6865
2024-02-01,266.181,-0.971,0.0,277.419426,69.0,56.532,12.468,403.071442,-56.652016,-69.120016,0.081019,412.5673,-9.576877,411.6548,0.9125
2024-02-02,269.37,-5.139,0.0,328.849167,80.0,68.432,11.568,352.72717,56.121997,44.553997,0.0,341.7312,10.99597,339.1612,2.57
2024-02-03,233.706,-1.409,0.0,250.01387,67.0,54.509,12.491,271.200611,45.813259,33.322259,0.0,272.058,-0.857389,270.01,2.048
2024-02-04,245.487,3.996,0.0,199.237,67.0,54.541,12.459,199.711172,66.525828,54.066828,0.0,204.1853,-4.474128,203.2704,0.9149
2024-02-05,177.148,2.068,0.0,153.212815,58.0,45.632,12.368,266.962687,-55.749872,-68.117872,0.0,262.9853,3.977387,261.6193,1.366
2024-02-06,178.504,-4.787,0.0,233.909093,54.0,42.105,11.895,303.730049,-15.820957,-27.715957,0.0,303.9008,-0.170751,301.769,2.1318
2024-02-07,193.307,-3.923,0.0,238.712093,47.0,35.106,11.894,317.901947,-32.189854,-44.083854,0.0,320.0967,-2.194753,319.042,1.0547
2024-02-08,204.681,-7.245,0.0,288.535167,50.0,38.3,11.7,363.554082,-25.018915,-36.718915,0.0,368.6653,-5.111218,367.0271,1.6382
2024-02-09,206.792,-3.573,0.0,248.146167,56.0,44.031,11.969,355.15757,-51.011404,-62.980404,0.0,355.909,-0.75143,354.7403,1.1687
2024-02-10,192.411,-4.902,0.0,249.147111,46.0,34.02,11.98,287.509536,7.637575,-4.342425,0.0,275.7272,11.782336,274.4956,1.2316
2024-02-11,179.937,-3.807,0.0,223.9995,49.0,36.718,12.282,283.170629,-10.171129,-22.453129,0.0,278.7789,4.391729,277.6544,1.1245
2024-02-12,151.669,-11.031,0.0,279.342611,45.0,32.811,12.189,399.207476,-74.864865,-87.053865,0.0,401.5558,-2.348324,399.1418,2.414
2024-02-13,141.337,-14.365,0.0,307.598574,42.0,29.92,12.08,403.196733,-53.598159,-65.678159,0.0,402.7603,0.436433,400.0808,2.6795
2024-02-14,157.539,-11.136,0.0,286.427889,48.0,35.81,12.19,345.89684,-11.468951,-23.658951,0.0,346.1962,-0.29936,343.5125,2.6837
2024-02-15,119.165,-6.728,0.0,197.03537,51.0,38.56,12.44,289.721905,-41.686534,-54.126534,0.0,289.7133,0.008605,287.2419,2.4714
2024-02-16,254.323,-3.257,0.0,292.019759,98.0,86.337,11.663,357.045847,32.973913,21.310913,0.0,356.7923,0.253547,354.8011,1.9912
2024-02-17,312.341,4.349,0.0,262.005352,62.0,49.782,12.218,216.440593,107.564759,95.346759,0.0,221.0045,-4.563907,219.8738,1.1307
2024-02-18,292.263,14.68,0.0,122.355593,55.0,43.426,11.574,170.277219,7.078374,-4.495626,0.0,163.1187,7.158519,163.0415,0.0772
2024-02-19,213.941,12.758,0.0,66.278963,40.0,28.158,11.842,232.596337,-126.317375,-138.159375,0.0,237.2047,-4.608362,236.1286,1.0761
2024-02-20,233.908,-3.014,0.0,268.792259,55.0,42.975,12.025,356.605621,-32.813361,-44.838361,0.0,352.958,3.647621,352.0202,0.9378
2024-02-21,193.483,-7.471,0.0,279.952907,42.0,29.588,12.412,384.083199,-62.130292,-74.542292,0.0,385.3387,-1.255501,384.2646,1.0741
2024-02-22,172.245,-16.466,0.0,362.823704,42.0,29.736,12.264,445.58372,-40.760017,-53.024017,0.0,457.1656,-11.58188,454.9607,2.2049
2024-02-23,158.936,-16.928,0.0,354.861926,44.0,32.079,11.921,414.18898,-15.327054,-27.248054,0.0,404.1867,10.00228,402.2158,1.9709
2024-02-24,180.567,-13.978,0.0,342.349407,64.0,52.203,11.797,374.088287,32.26112,20.46412,0.0,365.6864,8.401887,363.4666,2.2198
2024-02-25,260.403,-11.217,0.0,390.229389,96.0,83.973,12.027,315.157028,171.072361,159.045361,0.0,314.8905,0.266528,312.1806,2.7099
2024-02-26,294.357,3.074,0.0,258.778296,51.0,38.743,12.257,319.234946,-9.456649,-21.713649,0.0,311.6755,7.559446,309.1841,2.4914
2024-02-27,269.53,0.634,0.0,262.192037,50.0,37.597,12.403,360.065241,-47.873204,-60.276204,0.0,356.6462,3.419041,353.6604,2.9858
2024-02-28,206.314,-4.207,0.0,255.00613,40.0,28.186,11.814,298.230554,-3.224425,-15.038425,0.069444,295.9244,2.23671,293.4519,2.4725
2024-02-29,174.461,-4.407,0.081019,225.386926,45.0,33.478,11.522,308.563378,-38.176452,-49.698452,0.0,308.7814,-0.218022,306.9911,1.7903
2024-03-01,148.781,-8.986,0.0,252.78563,36.0,23.647,12.353,332.248252,-43.462623,-55.815623,0.0,324.176,8.072252,321.2885,2.8875
2024-03-02,167.436,-0.552,0.0,173.824889,50.0,37.665,12.335,107.737738,116.087151,103.752151,0.0,113.4958,-5.758062,112.6727,0.8231
2024-03-03,185.899,8.263,0.0,90.262426,35.0,22.829,12.171,159.590333,-34.327907,-46.498907,0.0,166.5512,-6.960867,165.597,0.9542
2024-03-04,170.402,7.512,0.231481,83.226074,71.0,58.823,12.177,199.237813,-45.011739,-57.188739,0.0,201.0067,-1.768887,200.9249,0.0818
2024-03-05,165.752,-1.33,53.06713,128.078389,49.0,36.787,12.213,267.88568,-90.807291,-103.020291,0.0,266.5622,1.32348,266.1919,0.3703
2024-03-06,158.299,-3.825,0.0,202.569833,41.0,29.147,11.853,286.232231,-42.662398,-54.515398,0.0,283.4192,2.813031,282.5159,0.9033
2024-03-07,133.631,-4.383,0.0,184.360167,44.0,31.949,12.051,302.795235,-74.435068,-86.486068,0.0,303.2982,-0.502965,302.9482,0.35
2024-03-08,131.004,-10.263,0.0,249.788722,40.0,27.659,12.341,291.759948,-1.971226,-14.312226,0.0,291.2701,0.489848,290.8796,0.3905
2024-03-09,113.526,1.754,0.0,93.225074,30.0,17.687,12.313,114.079473,9.145601,-3.167399,0.0,113.0016,1.077873,113.6555,-0.6539
2024-03-10,121.732,5.399,0.0,59.243574,47.0,34.855,12.145,198.69444,-92.450866,-104.595866,0.0,197.0175,1.67694,196.5317,0.4858
2024-03-11,104.836,-0.087,0.0,105.842944,20.0,7.956,12.044,259.252238,-133.409294,-145.453294,0.0,261.3596,-2.107362,261.525,-0.1654
2024-03-12,122.317,-11.707,0.0,257.814685,36.0,24.101,11.899,312.802551,-18.987866,-30.886866,0.0,312.7762,0.026351,312.7711,0.0051
2024-03-13,103.685,-9.748,0.0,216.509074,35.0,23.16,11.84,282.152398,-30.643324,-42.483324,0.0,276.6646,5.487798,276.3511,0.3135
2024-03-14,128.847,-7.429,0.0,214.830796,37.0,24.661,12.339,267.008891,-15.178094,-27.517094,0.0,259.5865,7.422391,259.4076,0.1789
2024-03-15,130.794,-3.634,0.0,172.854185,35.0,22.58,12.42,232.275409,-24.421224,-36.841224,0.0,235.5394,-3.263991,235.1933,0.3461
2024-03-16,120.067,-3.784,0.0,163.863296,37.0,24.882,12.118,157.485107,43.378189,31.260189,0.0,160.1578,-2.672693,159.8935,0.2643
2024-03-17,108.496,-1.282,0.0,123.333963,30.0,18.302,11.698,221.525336,-68.191373,-79.889373,0.0,216.6865,4.838836,216.6523,0.0342
2024-03-18,91.328,-10.019,0.0,207.288648,27.0,15.2,11.8,268.696285,-34.407637,-46.207637,0.0,267.0255,1.670785,266.0551,0.9704
2024-03-19,87.93,-13.256,0.0,241.355926,30.0,18.19,11.81,307.815959,-36.460033,-48.270033,0.0,306.2294,1.586559,304.9582,1.2712
2024-03-20,91.931,-14.268,0.0,257.069889,31.0,18.508,12.492,305.158703,-17.088814,-29.580814,0.0,305.4402,-0.281498,301.6435,3.7967
2024-03-21,85.712,-12.954,0.0,235.642556,30.0,18.021,11.979,304.351677,-38.709121,-50.688121,0.0,298.2287,6.122977,296.6564,1.5723
2024-03-22,83.026,-11.535,0.0,216.532944,25.0,12.559,12.441,312.13755,-70.604606,-83.045606,0.0,308.9782,3.15935,310.4353,-1.4571
2024-03-23,87.152,-16.355,0.0,276.445981,29.0,16.866,12.134,285.479984,19.965997,7.831997,0.0,282.5268,2.953184,280.108,2.4188
2024-03-24,93.76,-8.46,0.0,191.676667,33.0,21.399,11.601,238.115646,-13.438979,-25.039979,0.0,236.8637,1.251946,235.2229,1.6408
2024-03-25,132.878,-6.726,0.0,210.725222,63.0,51.305,11.695,209.618172,64.10705,52.41205,0.0,211.8179,-2.199728,210.1884,1.6295
2024-03-26,113.523,-3.255,0.011574,151.185037,109.0,96.736,12.264,271.909485,-11.724448,-23.988448,0.0,276.6257,-4.716215,275.0879,1.5378
2024-03-27,164.549,0.048,0.0,163.993444,88.0,76.264,11.736,285.541589,-33.548145,-45.284145,0.0,285.1215,0.420089,284.117,1.0045
2024-03-28,129.009,-5.963,0.0,198.025204,59.0,46.601,12.399,278.473498,-21.448294,-33.847294,0.0,270.6039,7.869598,268.532,2.0719
2024-03-29,140.092,-5.259,0.0,200.960056,53.0,41.441,11.559,255.237757,-1.277701,-12.836701,0.0,253.8729,1.364857,251.4191,2.4538
2024-03-30,127.789,-6.134,0.0,198.78437,49.0,37.367,11.633,223.513929,24.270441,12.637441,0.0,225.8021,-2.288171,223.6809,2.1212
2024-03-31,114.357,-9.452,0.0,223.755148,45.0,33.264,11.736,230.290729,38.464419,26.728419,0.0,232.6888,-2.398071,230.2934,2.3954
2024-04-01,101.313,-10.607,0.0,224.079204,42.0,29.736,12.264,285.592621,-19.513418,-31.777418,0.0,286.9232,-1.330579,284.0648,2.8584
2024-04-02,101.79,-12.261,0.0,243.699722,39.0,27.444,11.556,352.925221,-70.225499,-81.781499,0.0,358.6651,-5.739879,356.4715,2.1936
2024-04-03,87.54,-19.236,0.0,310.178889,40.0,28.31,11.69,332.469864,17.709025,6.019025,0.0,325.6721,6.797764,323.3644,2.3077
2024-04-04,108.683,-11.94,0.0,246.877444,65.0,52.531,12.469,293.043497,18.833948,6.364948,0.0,293.0945,-0.051003,290.2868,2.8077
2024-04-05,95.952,-11.838,0.0,232.965889,46.0,34.016,11.984,324.745763,-45.779874,-57.763874,0.0,321.8319,2.913863,320.0107,1.8212
2024-04-06,110.859,-9.652,17.731481,204.840481,41.0,29.476,11.524,176.659663,69.180818,57.656818,0.0,174.7407,1.918964,172.3429,2.3978
2024-04-07,114.26,-0.609,0.0,121.308611,24.0,12.448,11.552,222.267843,-76.959232,-88.511232,0.0,231.0233,-8.755457,229.3536,1.6697
2024-04-08,119.552,-4.741,0.0,174.424685,28.0,15.797,12.203,359.859613,-157.434928,-169.637928,0.0,348.0102,11.849414,346.2731,1.7371
2024-04-09,142.611,-10.14,0.034722,259.937389,49.0,36.959,12.041,272.885258,36.052131,24.011131,0.0,277.3084,-4.423142,275.0421,2.2663
2024-04-10,317.38,4.242,0.0,268.282778,380.0,367.591,12.409,300.926772,347.356006,334.947006,0.0,302.731,-1.804228,300.4006,2.3304
2024-04-11,909.435,42.73,0.0,414.874815,481.0,468.81,12.19,300.626323,595.248492,583.058492,0.0,299.2314,1.394923,296.3503,2.8811
2024-04-12,1176.834,96.828,0.0,56.139556,430.0,417.521,12.479,243.127796,243.01176,230.53276,0.0,255.3643,-12.236504,253.2445,2.1198
2024-04-13,621.784,76.9,0.0,-268.262296,241.0,229.106,11.894,225.319122,-252.581418,-264.475418,0.0,238.8621,-13.542978,236.0434,2.8187
2024-04-14,381.571,44.844,0.0,-137.456778,156.0,143.827,12.173,219.191256,-200.648034,-212.821034,0.0,229.7193,-10.528044,227.2316,2.4877
2024-04-15,281.912,29.003,0.0,-53.77087,115.0,102.572,12.428,289.517026,-228.287897,-240.715897,0.0,290.497,-0.979973,288.8215,1.6755
2024-04-16,224.89,16.43,0.0,34.727963,85.0,72.589,12.411,327.318021,-207.590058,-220.001058,0.0,316.3038,11.014221,313.7233,2.5805
2024-04-17,176.263,11.485,0.0,43.334759,79.0,66.809,12.191,267.175224,-144.840465,-157.031465,0.0,267.9191,-0.743876,264.275,3.6441
2024-04-18,169.256,10.858,0.0,43.584704,58.0,46.416,11.584,237.976868,-136.392165,-147.976165,0.0,238.8296,-0.852732,237.1702,1.6594
2024-04-19,154.411,9.059,0.0,49.561463,52.0,40.261,11.739,249.159092,-147.597629,-159.336629,0.0,252.4061,-3.247008,250.1347,2.2714
2024-04-20,132.172,3.134,17.511574,78.387278,58.0,45.643,12.357,225.375815,-88.988537,-101.345537,0.0,225.1969,0.178915,223.1121,2.0848
2024-04-21,134.413,1.37,17.24537,101.311148,59.0,47.158,11.842,117.244055,43.067093,31.225093,0.0,120.0172,-2.773145,118.1895,1.8277
2024-04-22,112.021,3.466,0.0,71.905259,55.0,43.419,11.581,255.798446,-128.893186,-140.474186,0.0,259.9057,-4.107254,257.6648,2.2409
2024-04-23,110.572,-5.675,0.0,176.25487,54.0,42.147,11.853,293.984971,-63.7301,-75.5831,0.0,289.614,4.370971,286.5307,3.0833
2024-04-24,111.462,-4.994,0.0,169.262926,42.0,30.051,11.949,207.781177,3.481748,-8.467252,0.046296,208.2878,-0.552919,206.0673,2.2205
2024-04-25,167.296,7.385,0.0,81.821463,72.0,60.111,11.889,85.504826,68.316637,56.427637,0.0,92.8914,-7.386574,90.6799,2.2115
2024-04-26,109.323,7.359,0.0,24.149389,89.0,76.816,12.184,175.050691,-61.901302,-74.085302,0.0,178.5956,-3.544909,176.7392,1.8564
2024-04-27,127.729,4.016,0.0,81.247519,57.0,44.794,12.206,189.058169,-50.810651,-63.016651,0.0,194.264,-5.205831,192.6416,1.6224
2024-04-28,123.062,1.86,0.0,101.534222,56.0,44.361,11.639,215.745206,-58.210983,-69.849983,0.0,220.8988,-5.153594,219.2011,1.6977
2024-04-29,119.079,-2.91,0.0,152.759556,54.0,41.534,12.466,279.18337,-72.423815,-84.889815,0.0,278.7088,0.47457,277.2824,1.4264
2024-04-30,98.396,-8.117,0.0,192.342759,45.0,36.996,8.004,280.035101,-42.692342,-50.696342,0.0,281.7449,-1.709799,280.2767,1.4682
2024-05-01,135.548,-6.182,0.0,207.098926,62.0,53.897,8.103,278.903068,-9.804142,-17.907142,0.0,278.3261,0.576968,277.2943,1.0318
2024-05-02,103.621,-6.526,0.0,179.153407,56.0,47.579,8.421,303.375904,-68.222496,-76.643496,0.0,303.1511,0.224804,301.9413,1.2098
2024-05-03,91.529,-11.819,0.011574,228.311407,49.0,41.399,7.601,326.551372,-49.239964,-56.840964,0.0,332.4434,-5.892028,331.9969,0.4465
2024-05-04,88.44,-12.701,0.0,235.442315,47.0,38.719,8.281,299.734715,-17.2924,-25.5734,0.0,294.0075,5.727215,294.1812,-0.1737
2024-05-05,90.879,-10.255,0.0,209.57113,43.0,34.736,8.264,279.550836,-26.979706,-35.243706,0.0,272.6001,6.950736,272.5241,0.076
2024-05-06,85.212,-7.38,0.0,170.628667,39.0,31.469,7.531,234.723125,-25.094459,-32.625459,0.0,238.1965,-3.473375,238.0335,0.163
2024-05-07,85.638,-7.039,0.0,167.107907,40.0,32.292,7.708,277.528028,-70.42012,-78.12812,0.0,277.2679,0.260128,277.6157,-0.3478
2024-05-08,77.921,-13.979,0.0,239.714981,38.0,29.773,8.227,340.181311,-62.46633,-70.69333,0.0,338.5794,1.601912,338.3336,0.2458
2024-05-09,74.903,-12.919,0.0,224.428463,35.0,27.091,7.909,291.17903,-31.750567,-39.659567,0.0,298.6017,-7.42267,297.5732,1.0285
2024-05-10,69.516,-17.841,0.0,276.009056,36.0,27.661,8.339,365.57073,-53.561674,-61.900674,0.0,370.5121,-4.94137,368.9433,1.5688
2024-05-11,72.581,-14.82,0.0,244.108778,35.0,26.883,8.117,288.289672,-9.180894,-17.297894,0.0,282.3362,5.953472,281.6886,0.6476
2024-05-12,63.737,-15.505,0.0,243.193019,35.0,27.307,7.693,360.450522,-82.257503,-89.950503,0.0,371.9213,-11.470778,371.8729,0.0484
2024-05-13,59.907,-18.258,0.0,271.226444,32.0,23.846,8.154,355.788189,-52.561745,-60.715745,0.0,355.6587,0.129489,355.5427,0.116
2024-05-14,60.744,-19.605,0.0,287.653722,33.0,24.742,8.258,369.132498,-48.478776,-56.736776,0.0,371.8615,-2.729002,371.3832,0.4783
2024-05-15,63.479,-18.981,0.0,283.1665,32.0,23.669,8.331,352.682298,-37.515798,-45.846798,0.0,358.0349,-5.352602,357.1633,0.8716
2024-05-16,52.985,-19.46,0.0,278.216481,30.0,22.482,7.518,348.634766,-40.418285,-47.936285,0.0,355.6773,-7.042534,356.8145,-1.1372
2024-05-17,67.561,-18.43,0.0,280.871185,35.0,26.528,8.472,335.981266,-20.110081,-28.582081,0.0,337.1478,-1.166534,336.9581,0.1897
2024-05-18,89.128,-12.982,0.0,239.38263,43.0,35.06,7.94,263.097972,19.284658,11.344658,0.0,268.1876,-5.089628,267.1058,1.0818
2024-05-19,87.736,-10.387,0.0,207.955907,45.0,37.389,7.611,315.16785,-62.211943,-69.822943,0.0,313.9501,1.21775,312.8789,1.0712
2024-05-20,74.256,-16.771,0.0,268.364796,39.0,30.661,8.339,376.381575,-69.016779,-77.355779,0.0,376.2925,0.089075,375.4068,0.8857
2024-05-21,68.581,-16.277,0.0,256.972204,36.0,28.174,7.826,278.722082,14.250121,6.424121,0.0,274.1297,4.592382,272.7738,1.3559
2024-05-22,78.557,-9.981,0.335648,193.742185,41.0,33.227,7.773,284.310988,-49.568803,-57.341803,0.0,289.6323,-5.321312,289.0591,0.5732
2024-05-23,66.904,-16.231,0.0,254.762796,34.0,25.844,8.156,337.577251,-48.814455,-56.970455,0.0,333.9782,3.599051,332.3782,1.6
2024-05-24,59.463,-18.01,0.0,267.912074,34.0,26.085,7.915,387.063716,-85.151641,-93.066641,0.0,393.9563,-6.892584,393.7453,0.211
2024-05-25,60.286,-19.649,0.0,287.704981,33.0,24.898,8.102,295.34128,25.363702,17.261702,0.0,288.1623,7.17898,286.7601,1.4022
2024-05-26,72.689,-9.809,0.0,186.219093,30.0,21.816,8.184,242.210963,-25.991871,-34.175871,0.0,240.1802,2.030763,239.2745,0.9057
2024-05-27,64.3,-16.958,0.0,260.573148,31.0,22.529,8.471,387.762183,-96.189035,-104.660035,0.0,384.9015,2.860683,383.6858,1.2157
2024-05-28,61.666,-22.543,0.0,322.580352,29.0,20.831,8.169,401.304461,-49.724109,-57.893109,0.0,394.6999,6.60456,394.1002,0.5997
2024-05-29,57.742,-24.46,0.0,340.843852,29.0,21.175,7.825,389.056804,-19.212952,-27.037952,0.0,384.676,4.380804,384.9939,-0.3179
2024-05-30,69.97,-20.982,0.0,312.817222,31.0,23.071,7.929,336.110387,7.706836,-0.222164,0.0,325.2718,10.838587,325.4078,-0.136
2024-05-31,76.482,-13.244,0.0,229.769037,28.0,20.209,7.791,245.98352,11.785517,3.994517,0.0,244.5916,1.39192,244.2648,0.3268
2024-06-01,91.902,-8.22,0.0,187.040889,66.0,58.038,7.962,195.484237,57.556652,49.594652,0.0,193.3524,2.131837,193.926,-0.5736
2024-06-02,84.57,-7.305,0.0,169.118611,54.0,46.333,7.667,289.925201,-66.80659,-74.47359,0.0,293.0006,-3.075399,293.0665,-0.0659
2024-06-03,89.26,-13.089,0.0,240.753056,43.0,34.633,8.367,303.628568,-19.875512,-28.242512,0.0,304.2051,-0.576532,304.7384,-0.5333
2024-06-04,81.775,-16.389,0.0,271.4625,36.0,27.615,8.385,372.773603,-65.311103,-73.696103,0.0,361.771,11.002603,361.9216,-0.1506
2024-06-05,82.898,-21.515,0.0,331.914204,33.0,24.619,8.381,387.675603,-22.761399,-31.142399,0.0,374.849,12.826603,375.3379,-0.4889
2024-06-06,82.141,-19.265,0.0,305.115537,33.0,24.867,8.133,312.598089,25.517448,17.384448,0.0,307.904,4.694089,307.8577,0.0463
2024-06-07,79.275,-16.187,0.0,266.624537,31.0,22.735,8.265,323.090503,-25.465966,-33.730966,0.0,319.6073,3.483203,320.5775,-0.9702
2024-06-08,87.435,-15.624,0.0,268.268333,27.0,19.246,7.754,266.902331,28.366003,20.612003,0.0,273.1956,-6.29327,273.8347,-0.6391
2024-06-09,88.023,-13.317,0.0,242.154944,34.0,25.687,8.313,216.264519,59.890425,51.577425,0.0,207.1153,9.149219,208.007,-0.8917
2024-06-10,91.005,-8.392,0.069444,188.065185,53.0,44.683,8.317,274.990567,-33.925382,-42.242382,0.0,268.4145,6.576068,269.8222,-1.4077
2024-06-11,100.446,-11.774,0.0,236.719148,38.0,30.454,7.546,313.282321,-38.563173,-46.109173,0.0,310.293,2.989321,311.6374,-1.3444
2024-06-12,90.853,-15.186,0.0,266.616889,34.0,25.939,8.061,353.226586,-52.609698,-60.670698,0.0,346.8501,6.376486,347.8828,-1.0327
2024-06-13,98.28,-15.828,0.0,281.474444,36.0,27.555,8.445,331.425243,-13.950799,-22.395799,0.0,323.6227,7.802543,325.5854,-1.9627
2024-06-14,115.248,-11.719,0.0,250.884574,48.0,39.888,8.112,284.861853,14.022721,5.910721,0.0,279.8067,5.055153,280.2545,-0.4478
2024-06-15,127.326,-7.1,0.0,209.501926,47.0,39.071,7.929,188.785692,67.716234,59.787234,0.0,189.5463,-0.760608,190.0677,-0.5214
2024-06-16,136.113,3.161,0.0,99.527352,47.0,38.959,8.041,157.116476,-10.589124,-18.630124,0.0,154.9651,2.151376,155.3032,-0.3381
2024-06-17,123.09,-3.033,0.0,158.194167,44.0,35.967,8.033,337.970192,-135.776025,-143.809025,0.0,342.2729,-4.302708,343.7833,-1.5104
2024-06-18,116.664,-8.258,0.0,212.242704,47.0,38.68,8.32,194.00197,65.240733,56.920733,0.0,179.0489,14.95307,180.2018,-1.1529
2024-06-19,107.22,-1.335,0.0,122.671389,45.0,36.57,8.43,273.044515,-105.373127,-113.803127,0.0,269.3362,3.708316,271.661,-2.3248
2024-06-20,103.211,-11.001,0.0,230.537389,40.0,32.148,7.852,272.602042,-2.064653,-9.916653,0.0,269.9367,2.665342,270.8716,-0.9349
2024-06-21,89.1,-8.652,0.243056,188.995833,34.0,26.426,7.574,283.650233,-60.654399,-68.228399,0.0,276.4135,7.236733,277.3897,-0.9762
2024-06-22,96.258,-10.996,0.0,223.526519,36.0,28.16,7.84,230.679673,28.846846,21.006846,0.0,230.7001,-0.020427,231.1853,-0.4852
2024-06-23,101.248,-9.421,0.0,210.287352,39.0,31.497,7.503,251.753911,-2.466559,-9.969559,0.0,252.8231,-1.069189,254.0367,-1.2136
2024-06-24,102.584,-13.9,0.0,263.46363,43.0,34.814,8.186,343.857465,-37.393835,-45.579835,0.0,333.9881,9.869365,334.6944,-0.7063
