scenario_incremental_solar_gwh,date,dispatchable_requirement_mwh,incremental_solar_mwh,incremental_solar_used_mwh,modeled_waitaki_hydro_mwh,modeled_thermal_backstop_mwh,observed_waitaki_hydro_mwh,observed_thermal_mwh,common_route_unused_capacity_mm3,TKA_natural_inflow_mm3,TKA_release_mm3,TKA_route_generation_mwh,TKA_forced_spill_mm3,TKA_storage_mm3,TKA_observed_storage_mm3,TKA_q25_target_mm3,TKA_median_target_mm3,PKI_natural_inflow_mm3,PKI_release_mm3,PKI_route_generation_mwh,PKI_forced_spill_mm3,PKI_storage_mm3,PKI_observed_storage_mm3,PKI_q25_target_mm3,PKI_median_target_mm3,OHA_natural_inflow_mm3,OHA_release_mm3,OHA_route_generation_mwh,OHA_forced_spill_mm3,OHA_storage_mm3,OHA_observed_storage_mm3,OHA_q25_target_mm3,OHA_median_target_mm3
0.0,2024-11-11,29118.245,0.0,0.0,29118.245,0.0,24836.604,4281.641,9.815594,21.30745,10.045037,11553.741057,0.0,450.077774,454.424,150.531,227.772,39.904358,0.0,0.0,0.0,1270.83634,1753.556,833.439,1246.973,18.0576,24.099689,17564.503943,0.0,72.486177,91.83,22.145,23.089
0.0,2024-11-12,34305.238,0.0,0.0,34305.238,0.0,28571.709,5733.529,2.698689,15.640042,10.045037,11553.741057,0.0,455.672779,461.884,153.084,229.827,26.658288,0.0,0.0,0.0,1297.494628,1795.813,832.641,1249.351,13.392,31.216595,22751.496943,0.0,54.661583,83.878,21.503,23.642
0.0,2024-11-13,33060.841,0.0,0.0,33060.841,0.0,28657.739,4403.102,4.406086,13.003373,10.045037,11553.741057,0.0,458.631115,466.055,154.635,231.315,19.92479,0.0,0.0,0.0,1317.419418,1825.549,829.869,1246.317,11.8368,29.509198,21507.099943,0.0,36.989185,75.221,20.842,23.35
0.0,2024-11-14,30697.327,0.0,0.0,30697.327,0.0,25857.674,4839.653,7.648987,13.569984,10.045037,11553.741057,0.0,462.156062,468.67,155.321,232.899,19.447517,26.266296,19143.585943,0.0,1310.600638,1851.288,820.911,1242.366,12.4416,0.0,0.0,0.0,49.430785,67.071,20.489,22.919
0.0,2024-11-15,27044.65,0.0,0.0,27044.65,0.0,23719.553,3325.097,12.660707,22.892803,10.045037,11553.741057,0.0,475.003829,478.204,156.301,260.813,17.531856,21.254576,15490.908943,0.0,1306.877918,1879.415,816.95,1238.181,14.9472,0.0,0.0,0.0,64.377985,62.833,21.435,22.921
0.0,2024-11-16,21636.162,0.0,0.0,21636.162,0.0,19395.878,2240.284,20.081519,19.679155,10.045037,11553.741057,0.0,484.637947,490.469,155.796,263.569,21.70368,0.0,0.0,0.0,1328.581598,1907.557,815.255,1236.557,12.3552,13.833764,10082.420943,0.0,62.899421,58.425,21.102,23.399
0.0,2024-11-17,21241.112,0.0,0.0,21241.112,0.0,19003.941,2237.171,20.623554,14.503018,10.045037,11553.741057,0.0,489.095928,497.051,143.365,271.623,19.922026,0.0,0.0,0.0,1348.503624,1935.743,812.023,1278.261,8.9856,13.291729,9687.370943,0.0,58.593292,51.09,21.229,23.211
0.0,2024-11-18,28082.538,0.0,0.0,28082.538,0.0,25506.346,2576.192,11.236654,11.541226,10.045037,11553.741057,0.0,490.592117,499.737,149.518,272.984,17.894304,22.678629,16528.796943,0.0,1343.719299,1962.708,819.37,1339.805,8.208,0.0,0.0,0.0,66.801292,42.168,21.725,23.595
0.0,2024-11-19,27991.165,0.0,0.0,27991.165,0.0,25310.939,2680.226,11.362024,10.330848,10.045037,11553.741057,0.0,490.877928,501.366,148.379,274.499,15.046387,0.0,0.0,0.0,1358.765686,1984.047,843.409,1351.672,6.7392,22.553259,16437.423943,0.0,50.987233,34.403,21.793,23.859
0.0,2024-11-20,25738.546,0.0,0.0,25738.546,0.0,23012.674,2725.872,14.45277,9.138874,10.045037,11553.741057,0.0,489.971765,502.011,153.622,276.52,14.919552,19.462513,14184.804943,0.0,1354.222725,1999.208,863.682,1344.455,7.9488,0.0,0.0,0.0,58.936033,27.292,21.162,24.601
0.0,2024-11-21,27711.666,0.0,0.0,27711.666,0.0,25239.673,2471.993,11.745516,8.709206,10.045037,11553.741057,0.0,488.635934,500.55,160.323,278.49,10.844237,0.0,0.0,0.0,1365.066962,2009.499,882.386,1348.411,6.9984,22.169767,16157.924943,0.0,43.764666,23.722,21.739,23.722
0.0,2024-11-22,27422.513,0.0,0.0,27422.513,0.0,24882.732,2539.781,12.142253,8.137152,10.045037,11553.741057,0.0,486.728049,498.841,165.427,280.8,11.632896,21.77303,15868.771943,0.0,1354.926829,2016.765,899.124,1339.616,6.5664,0.0,0.0,0.0,50.331066,22.277,21.692,23.877
0.0,2024-11-23,24901.631,0.0,0.0,24901.631,0.0,23035.184,1866.447,15.601074,7.42055,10.045037,11553.741057,0.0,484.103563,496.52,170.081,283.434,9.765101,18.314209,13347.889943,0.0,1346.37772,2018.817,914.085,1335.765,5.9616,0.0,0.0,0.0,56.292666,21.947,22.143,24.8
0.0,2024-11-24,24763.581,0.0,0.0,24763.581,0.0,21718.394,3045.187,15.790488,6.779808,10.045037,11553.741057,0.0,480.838334,493.497,174.775,286.607,8.993203,0.0,0.0,0.0,1355.370924,2018.975,931.893,1342.306,7.2576,18.124795,13209.839943,0.0,45.425471,22.124,21.739,25.065
0.0,2024-11-25,27594.075,0.0,0.0,27594.075,0.0,23975.42,3618.655,11.906859,6.655997,10.045037,11553.741057,0.0,477.449294,489.976,180.595,293.534,9.673517,22.008424,16040.333943,0.0,1343.036016,2025.354,948.281,1357.393,5.7024,0.0,0.0,0.0,51.127871,21.464,21.464,24.759
0.0,2024-11-26,30410.504,0.0,0.0,30410.504,0.0,27327.735,3082.769,8.042527,6.753197,10.045037,11553.741057,0.0,474.157454,486.473,185.041,293.075,9.029837,25.872756,18856.762943,0.0,1326.193097,2029.253,959.647,1348.0,6.9984,0.0,0.0,0.0,58.126271,21.35,21.805,24.132
0.0,2024-11-27,32095.481,0.0,0.0,32095.481,0.0,27224.914,4870.567,5.730625,7.151242,10.045037,11553.741057,0.0,471.263659,484.106,190.266,296.621,10.572077,0.0,0.0,0.0,1336.765174,2026.303,969.067,1373.695,8.3808,28.184658,20541.739943,0.0,38.322413,21.215,21.202,24.087
0.0,2024-11-28,28387.725,0.0,0.0,28387.725,0.0,22735.712,5652.013,10.817917,8.422186,10.045037,11553.741057,0.0,469.640808,484.527,197.751,299.761,11.394605,23.097366,16833.983943,0.0,1325.062413,2025.081,989.919,1417.433,8.7264,0.0,0.0,0.0,47.048813,20.67,22.049,24.595
0.0,2024-11-29,32112.191,0.0,0.0,32112.191,0.0,26926.044,5186.147,5.707698,8.709466,10.045037,11553.741057,0.0,468.305237,483.815,203.056,304.912,13.089254,0.0,0.0,0.0,1338.151667,2028.472,994.438,1420.218,10.7136,28.207586,20558.449943,0.0,29.554827,21.162,21.434,23.446
0.0,2024-11-30,23966.831,0.0,0.0,23966.831,0.0,21928.94,2037.891,16.883683,9.924336,10.045037,11553.741057,0.0,468.184536,482.87,205.475,304.619,14.613178,17.0316,12413.089943,0.0,1335.733245,2036.53,992.956,1424.745,8.9856,0.0,0.0,0.0,38.540427,21.682,21.683,24.063
0.0,2024-12-01,22512.469,0.0,0.0,22512.469,0.0,20647.272,1865.197,18.879166,8.985254,10.045037,11553.741057,0.0,467.124753,482.209,211.207,303.491,16.036531,15.036117,10958.727943,0.0,1336.733659,2050.956,992.36,1428.524,7.8624,0.0,0.0,0.0,46.402827,21.196,21.532,23.769
0.0,2024-12-02,32136.112,0.0,0.0,32136.112,0.0,27407.103,4729.009,5.674876,8.11633,10.045037,11553.741057,0.0,465.196046,480.434,217.807,301.63,13.317437,28.240407,20582.370943,0.0,1321.810689,2060.31,985.878,1427.347,8.2944,0.0,0.0,0.0,54.697227,21.334,21.356,22.875
0.0,2024-12-03,27478.701,0.0,0.0,27478.701,0.0,23446.649,4032.052,12.06516,9.114854,10.045037,11553.741057,0.0,464.265864,478.691,224.308,305.534,14.995584,0.0,0.0,0.0,1336.806273,2065.426,994.792,1443.599,10.368,21.850123,15924.959943,0.0,43.215104,21.951,21.062,23.45
0.0,2024-12-04,29341.881,0.0,0.0,29341.881,0.0,25301.145,4040.736,9.508751,11.659162,10.045037,11553.741057,0.0,465.879989,478.262,230.084,309.689,18.612202,0.0,0.0,0.0,1355.418475,2076.715,1004.094,1460.74,13.2192,24.406533,17788.139943,0.0,32.027771,26.653,21.184,23.838
0.0,2024-12-05,27345.714,0.0,0.0,27345.714,0.0,23853.166,3492.548,12.247627,15.448838,10.045037,11553.741057,0.0,471.28379,481.717,234.797,314.728,26.872301,21.667656,15791.972943,0.0,1360.623119,2097.38,1001.871,1475.837,17.8848,0.0,0.0,0.0,49.912571,31.877,20.938,23.02
0.0,2024-12-06,34120.251,0.0,0.0,34120.251,0.0,29881.587,4238.664,2.952503,13.425955,10.045037,11553.741057,0.0,474.664709,485.936,236.685,322.982,30.343162,0.0,0.0,0.0,1390.966281,2125.438,1016.805,1491.099,9.5904,30.96278,22566.509943,0.0,28.540191,29.399,20.863,23.207
0.0,2024-12-07,25330.897,0.0,0.0,25330.897,0.0,22837.534,2493.363,15.012092,10.461139,10.045037,11553.741057,0.0,475.080811,487.575,240.021,325.611,26.123386,18.903191,13777.155943,0.0,1398.186475,2152.747,1025.437,1500.131,7.9488,0.0,0.0,0.0,36.488991,22.76,21.436,23.507
0.0,2024-12-08,22172.115,0.0,0.0,22172.115,0.0,19848.325,2323.79,19.346155,12.265603,10.045037,11553.741057,0.0,477.301377,488.51,244.192,328.233,24.33145,14.569128,10618.373943,0.0,1407.948797,2178.589,1029.486,1497.164,10.7136,0.0,0.0,0.0,47.202591,20.169,21.239,23.877
0.0,2024-12-09,28018.556,0.0,0.0,28018.556,0.0,24748.639,3269.917,11.324442,16.416432,10.045037,11553.741057,0.0,483.672773,491.961,249.211,331.225,25.108272,0.0,0.0,0.0,1433.057069,2200.738,1037.851,1497.293,14.6016,22.590841,16464.814943,0.0,39.21335,24.609,21.632,24.458
0.0,2024-12-10,34374.098,0.0,0.0,34374.098,0.0,31284.291,3089.807,2.604208,13.013914,10.045037,11553.741057,0.0,486.641649,496.507,252.12,328.392,22.898938,31.311075,22820.356943,0.0,1424.644931,2214.883,1050.148,1504.538,9.072,0.0,0.0,0.0,48.28535,25.215,21.49,24.52
0.0,2024-12-11,35203.661,0.0,0.0,35203.661,0.0,30903.657,4300.004,1.465991,9.863078,10.045037,11553.741057,0.0,486.459691,497.064,252.907,325.87,17.215373,32.449292,23649.919943,0.0,1409.411012,2222.208,1064.655,1512.917,6.9984,0.0,0.0,0.0,55.28375,21.869,21.725,24.671
0.0,2024-12-12,38048.593,0.0,0.0,36272.115166,1776.477834,30977.431,7071.162,0.0,7.799674,10.045037,11553.741057,0.0,484.214328,495.124,253.95,328.157,15.566429,0.0,0.0,0.0,1424.977441,2223.173,1076.622,1515.3,7.9488,33.915283,24718.374109,0.0,29.317267,19.696,21.686,24.08
0.0,2024-12-13,31062.428,0.0,0.0,31062.428,0.0,27880.339,3182.089,7.148044,7.013779,10.045037,11553.741057,0.0,481.18307,491.666,253.96,346.315,14.817946,26.76724,19508.686943,0.0,1413.028147,2224.538,1092.192,1528.89,9.504,0.0,0.0,0.0,38.821267,22.331,22.096,24.55
0.0,2024-12-14,23977.947,0.0,0.0,23977.947,0.0,22085.616,1892.331,16.868431,12.074573,10.045037,11553.741057,0.0,483.212606,490.149,257.407,358.189,24.537427,0.0,0.0,0.0,1437.565574,2242.16,1103.972,1538.038,27.0432,17.046852,12424.205943,0.0,48.817615,26.518,22.102,25.964
0.0,2024-12-15,26924.154,0.0,0.0,26924.154,0.0,24984.529,1939.625,12.826036,18.596995,10.045037,11553.741057,0.0,491.764565,496.017,259.527,359.915,31.278528,0.0,0.0,0.0,1468.844102,2270.859,1125.112,1543.113,19.872,21.089247,15370.412943,0.0,47.600367,41.666,22.569,25.731
0.0,2024-12-16,32871.882,0.0,0.0,32871.882,0.0,28755.763,4116.119,4.66535,14.71919,10.045037,11553.741057,0.0,496.438718,501.585,259.483,360.384,33.352387,0.0,0.0,0.0,1502.19649,2300.424,1150.213,1550.19,12.2688,29.249933,21318.140943,0.0,30.619234,40.393,21.541,24.962
0.0,2024-12-17,25032.251,0.0,0.0,25032.251,0.0,23100.283,1931.968,15.421855,10.767773,10.045037,11553.741057,0.0,497.161454,503.565,258.053,361.299,24.071126,18.493428,13478.509943,0.0,1507.774188,2329.046,1172.131,1562.901,9.7632,0.0,0.0,0.0,40.382434,36.369,21.622,25.004
0.0,2024-12-18,24319.525,0.0,0.0,24319.525,0.0,22418.186,1901.339,16.399763,9.089971,10.045037,11553.741057,0.0,496.206389,502.663,256.311,361.796,19.481472,17.51552,12765.783943,0.0,1509.74014,2353.799,1187.329,1584.871,7.9488,0.0,0.0,0.0,48.331234,32.619,21.735,24.586
0.0,2024-12-19,23924.126,0.0,0.0,23924.126,0.0,22380.795,1543.331,16.942277,7.718112,10.045037,11553.741057,0.0,493.879464,499.987,253.405,369.819,15.19465,16.973006,12370.384943,0.0,1507.961783,2370.071,1193.165,1603.84,7.2576,0.0,0.0,0.0,55.588834,28.477,21.704,27.275
0.0,2024-12-20,25658.151,0.0,0.0,25658.151,0.0,23029.269,2628.882,14.563078,7.899034,10.045037,11553.741057,0.0,491.733461,496.963,251.667,367.801,16.586467,0.0,0.0,0.0,1524.54825,2383.135,1215.395,1634.844,7.2576,19.352206,14104.409943,0.0,43.494229,25.552,22.583,25.511
0.0,2024-12-21,19271.072,0.0,0.0,19271.072,0.0,17016.165,2254.907,23.326583,8.388317,10.045037,11553.741057,0.0,490.076741,494.992,253.829,366.552,15.604531,10.588701,7717.330943,0.0,1529.564081,2397.337,1233.894,1652.647,8.208,0.0,0.0,0.0,51.702229,25.147,22.563,25.811
0.0,2024-12-22,21449.084,0.0,0.0,21449.084,0.0,19412.908,2036.176,20.338203,7.617283,10.045037,11553.741057,0.0,487.648987,492.543,257.201,370.213,10.991203,0.0,0.0,0.0,1540.555284,2412.903,1250.365,1646.868,7.1712,13.577081,9895.342943,0.0,45.296348,25.476,22.486,24.093
0.0,2024-12-23,27644.207,0.0,0.0,27644.207,0.0,25621.219,2022.988,11.838074,7.460467,10.045037,11553.741057,0.0,485.064417,489.449,263.856,368.481,8.084621,22.077209,16090.465943,0.0,1526.562696,2416.548,1267.265,1647.991,6.6528,0.0,0.0,0.0,51.949148,25.523,21.835,23.566
0.0,2024-12-24,30839.536,0.0,0.0,30839.536,0.0,28825.254,2014.282,7.453867,6.594826,10.045037,11553.741057,0.0,481.614206,485.659,264.416,367.531,6.901114,0.0,0.0,0.0,1533.46381,2413.682,1285.688,1644.658,6.7392,26.461417,19285.794943,0.0,32.226931,27.175,21.017,23.889
0.0,2024-12-25,27279.032,0.0,0.0,27279.032,0.0,25231.679,2047.353,12.339119,7.768742,10.045037,11553.741057,0.0,479.337912,482.141,263.669,369.731,11.398838,21.576164,15725.290943,0.0,1523.286484,2410.82,1304.778,1665.107,8.208,0.0,0.0,0.0,40.434931,27.031,21.61,23.712
0.0,2024-12-26,25664.388,0.0,0.0,25664.388,0.0,23481.968,2182.42,14.55452,7.754227,10.045037,11553.741057,0.0,477.047102,479.426,264.08,372.432,12.007699,0.0,0.0,0.0,1535.294183,2417.677,1321.499,1676.306,7.5168,19.360763,14110.646943,0.0,28.590968,26.99,21.678,24.223
0.0,2024-12-27,21933.514,0.0,0.0,21933.514,0.0,19865.846,2067.668,19.673532,7.597238,10.045037,11553.741057,0.0,474.599304,479.638,263.753,367.321,8.808739,14.241751,10379.772943,0.0,1529.861171,2426.915,1335.049,1681.456,7.4304,0.0,0.0,0.0,36.021368,25.221,22.023,24.333
0.0,2024-12-28,24783.796,0.0,0.0,24783.796,0.0,22235.853,2547.943,15.762752,7.720618,10.045037,11553.741057,0.0,472.274885,480.647,287.436,366.815,7.863264,18.152531,13230.054943,0.0,1519.571904,2431.227,1342.336,1683.395,7.6032,0.0,0.0,0.0,43.624568,25.278,21.266,24.444
0.0,2024-12-29,27372.185,0.0,0.0,27372.185,0.0,24602.649,2769.536,12.211307,8.190115,10.045037,11553.741057,0.0,470.419963,477.883,293.059,374.325,8.793101,0.0,0.0,0.0,1528.365004,2435.458,1340.584,1682.843,6.912,21.703976,15818.443943,0.0,28.832592,24.306,21.596,23.282
0.0,2024-12-30,29288.065,0.0,0.0,29288.065,0.0,26749.181,2538.884,9.58259,9.691574,10.045037,11553.741057,0.0,470.066501,475.832,297.017,398.625,10.741075,24.332693,17734.323943,0.0,1514.773386,2439.93,1333.852,1676.825,7.2576,0.0,0.0,0.0,36.090192,25.101,21.489,23.266
0.0,2024-12-31,28331.555,0.0,0.0,28331.555,0.0,24820.639,3510.916,10.894986,9.183197,10.045037,11553.741057,0.0,469.204661,475.698,297.329,397.086,9.256637,1.225905,893.47262,0.0,1522.804118,2444.94,1389.498,1674.486,7.1712,21.794392,15884.341323,0.0,21.467,25.229,21.467,23.247
500.0,2024-01-01,20346.947,1707.04906,1707.04906,18639.89794,0.0,11797.967,8548.98,18.385118,11.147155,0.0,0.0,0.0,147.532155,136.385,298.36,395.885,23.900918,25.575202,18639.89794,0.0,1608.758716,1610.433,1402.642,1699.801,6.048,0.0,0.0,0.0,28.22,22.172,21.894,23.379
500.0,2024-01-02,23287.112,1707.04906,1707.04906,21580.06294,0.0,13939.435,9347.677,14.351012,7.489325,0.0,0.0,0.0,155.02148,144.224,299.038,399.705,18.593798,29.609308,21580.06294,0.0,1597.743207,1619.527,1413.31,1727.428,5.0112,0.0,0.0,0.0,33.2312,22.225,22.151,23.786
500.0,2024-01-03,33056.541,1707.04906,1707.04906,31349.49194,0.0,22420.688,10635.853,0.946694,6.988723,0.0,0.0,0.0,162.010203,147.474,300.871,402.512,14.13599,43.013626,31349.49194,0.0,1568.865571,1620.611,1424.068,1750.604,5.0976,0.0,0.0,0.0,38.3288,22.63,22.307,24.072
500.0,2024-01-04,29366.939,1707.04906,1707.04906,27659.88994,0.0,18560.245,10806.694,6.009078,6.093619,0.0,0.0,0.0,168.103822,146.604,301.426,413.288,15.059434,16.262242,11852.361137,0.0,1567.662763,1621.471,1434.784,1754.389,5.0112,21.689,15807.528803,0.0,21.651,22.172,21.651,24.075
500.0,2024-01-05,33702.494,1707.04906,1707.04906,31995.44494,0.0,20397.112,13305.382,0.060403,5.543165,0.0,0.0,0.0,173.646987,145.324,313.57,425.403,9.924509,43.899917,31995.44494,0.0,1533.687354,1625.23,1449.602,1748.861,4.8384,0.0,0.0,0.0,26.4894,21.74,21.29,23.604
500.0,2024-01-06,28847.568,1707.04906,1707.04906,27140.51894,0.0,15412.399,13435.169,6.72169,6.61081,0.0,0.0,0.0,180.257797,144.565,325.103,433.352,13.655347,37.23863,27140.51894,0.0,1510.104072,1626.104,1456.676,1744.266,4.8384,0.0,0.0,0.0,31.3278,22.728,22.024,23.87
500.0,2024-01-07,32012.426,1707.04906,1707.04906,30305.37694,0.0,18043.519,13968.907,2.379291,5.665334,0.0,0.0,0.0,185.923131,144.234,325.276,435.063,11.772864,27.415229,19980.959423,0.0,1494.461706,1628.912,1468.727,1748.034,4.32,14.1658,10324.417517,0.0,21.482,22.7,21.482,24.102
500.0,2024-01-08,39310.736,1707.04906,1707.04906,19079.335092,18524.351848,21188.958,18121.778,17.78218,5.894726,0.0,0.0,0.0,191.817858,142.645,325.481,433.577,11.225434,21.31314,15533.591737,0.0,1484.374,1626.973,1484.374,1763.415,4.752,4.865,3545.743355,0.0,21.369,23.046,21.369,23.263
500.0,2024-01-09,39341.598,1707.04906,1707.04906,2644.475887,34990.073053,20585.413,18756.185,40.33192,5.045414,0.0,0.0,0.0,196.863272,142.064,329.272,431.71,10.521446,0.0,0.0,0.0,1494.895446,1625.629,1510.305,1787.022,3.1104,3.6284,2644.475887,0.0,20.851,22.152,20.851,24.577
500.0,2024-01-10,44805.515,1707.04906,1707.04906,5881.076483,37217.389457,24649.852,20155.663,35.891085,4.804186,0.0,0.0,0.0,201.667458,139.671,338.438,449.351,12.911789,2.917235,2126.159779,0.0,1504.89,1617.91,1504.89,1804.423,5.184,5.152,3754.916704,0.0,20.883,22.916,20.883,23.643
500.0,2024-01-11,40871.716,1707.04906,1707.04906,16109.590862,23055.076078,21213.377,19658.339,21.85687,5.89127,0.0,0.0,0.0,207.558728,139.241,345.992,453.78,11.09065,20.07365,14630.217817,0.0,1495.907,1616.909,1495.907,1824.92,2.7648,2.0298,1479.373045,0.0,21.618,22.406,21.618,23.607
500.0,2024-01-12,43048.166,1707.04906,1707.04906,20682.317929,20658.799011,23246.635,19801.531,15.582779,4.073069,0.0,0.0,0.0,211.631797,136.671,345.105,449.152,11.026541,24.078541,17549.090656,0.0,1482.855,1611.936,1482.855,1848.031,3.888,4.299,3133.227273,0.0,21.207,22.387,21.207,23.9
500.0,2024-01-13,35078.847,1707.04906,1707.04906,17879.852172,15491.945767,18666.398,16412.449,19.427952,4.500576,0.0,0.0,0.0,216.132373,133.287,345.247,448.415,13.423968,19.802968,14432.937759,0.0,1476.476,1606.939,1476.476,1882.232,4.8384,4.7294,3446.914414,0.0,21.316,22.25,21.316,24.283
500.0,2024-01-14,31719.153,1707.04906,1707.04906,9162.64279,20849.46115,16766.116,14953.037,31.388554,6.132845,0.0,0.0,0.0,222.265218,130.768,344.435,448.09,13.657766,6.583766,4798.426714,0.0,1483.55,1613.801,1483.55,1898.634,6.048,5.988,4364.216076,0.0,21.376,21.761,21.376,24.439
500.0,2024-01-15,40842.146,1707.04906,1707.04906,7280.703027,31854.393913,24755.965,16086.181,33.970702,7.132579,0.0,0.0,0.0,229.397797,128.973,343.522,447.6,14.405818,3.750818,2733.697139,0.0,1494.205,1619.943,1494.205,1906.715,6.6528,6.2388,4547.005888,0.0,21.79,23.019,21.79,24.249
500.0,2024-01-16,45617.861,1707.04906,1707.04906,5464.225921,38446.586019,28572.55,17045.311,36.463032,6.183562,0.0,0.0,0.0,235.581358,128.37,342.534,448.26,15.534288,2.839288,2069.349755,0.0,1506.9,1614.761,1506.9,1917.631,4.32,4.658,3394.876166,0.0,21.452,22.081,21.452,23.616
500.0,2024-01-17,51898.987,1707.04906,1707.04906,3090.080715,47101.857225,32336.319,19562.668,39.72052,6.050938,0.0,0.0,0.0,241.632296,126.275,341.241,452.429,13.224902,0.0,0.0,0.0,1520.124902,1606.837,1523.248,1919.161,3.6288,4.2398,3090.080715,0.0,20.841,21.083,20.841,23.643
500.0,2024-01-18,53680.24,1707.04906,1707.04906,2932.945613,49040.245326,33867.339,19812.901,39.93612,5.948122,0.0,0.0,0.0,247.580418,123.642,344.676,457.703,14.273453,0.0,0.0,0.0,1534.398355,1598.89,1569.26,1915.919,4.1472,4.0242,2932.945613,0.0,20.964,18.145,20.964,24.503
500.0,2024-01-19,46323.502,1707.04906,1707.04906,19439.565275,25176.887665,27642.364,18681.138,17.28792,27.190512,0.0,0.0,0.0,274.77093,128.293,349.789,461.66,32.563469,0.0,0.0,0.0,1566.961824,1604.396,1604.396,1915.312,26.8704,26.6724,19439.565275,0.0,21.162,18.182,21.162,23.823
500.0,2024-01-20,35387.731,1707.04906,1707.04906,32039.468145,1641.213795,22388.467,12999.264,0.0,52.911706,0.0,0.0,0.0,327.682635,167.253,352.046,465.031,99.170093,0.0,0.0,0.0,1666.131917,1667.686,1628.785,1942.098,44.5824,43.96032,32039.468145,0.0,21.78408,46.853,21.014,23.665
500.0,2024-01-21,40195.282,1707.04906,1707.04906,32039.468145,6448.764795,25787.45,14407.832,0.0,22.83336,0.0,0.0,0.0,350.515995,195.59,354.842,465.11,59.414861,43.96032,32039.468145,0.0,1681.586458,1746.831,1641.671,1949.572,12.7008,0.0,0.0,0.0,34.48488,54.099,21.155,23.351
500.0,2024-01-22,46444.13,1707.04906,1707.04906,32039.468145,12697.612795,27986.855,18457.275,0.0,15.467414,0.0,0.0,0.0,365.98341,206.842,359.167,464.653,36.73849,21.47384,15650.714386,0.0,1696.851107,1783.981,1637.74,1940.063,9.8496,22.48648,16388.753759,0.0,21.848,47.105,21.848,23.608
500.0,2024-01-23,36061.272,1707.04906,1707.04906,34354.22294,0.0,23534.848,12526.424,2.631478,23.163149,10.045037,11553.741057,0.0,379.101522,222.651,365.766,464.35,41.240621,13.056205,9515.714857,0.0,1725.035523,1810.618,1704.79,1957.9,18.0576,18.2276,13284.767025,0.0,21.678,44.571,21.678,24.778
500.0,2024-01-24,34974.055,1707.04906,1707.04906,32039.468145,1227.537795,28663.646,6310.409,0.0,15.870298,0.0,0.0,0.0,394.971819,236.417,390.367,465.084,31.068317,33.88492,24696.244589,0.0,1722.21892,1842.396,1709.624,2009.821,10.0224,10.0754,7343.223556,0.0,21.625,41.748,21.625,23.972
500.0,2024-01-25,35649.024,1707.04906,1707.04906,33507.520145,434.454795,29005.51,6643.514,3.793212,11.125469,10.045037,11553.741057,0.0,396.052251,240.877,394.774,466.04,21.215952,23.996872,17489.567947,0.0,1719.438,1858.212,1719.438,2045.073,5.8752,6.1252,4464.21114,0.0,21.375,34.807,21.375,23.52
500.0,2024-01-26,36699.139,1707.04906,1707.04906,20225.926898,14766.163041,28542.686,8156.453,20.196458,8.565782,6.897034,7932.926665,0.0,397.721,243.069,397.721,466.991,20.642429,11.099429,8089.563394,0.0,1728.981,1865.047,1728.981,2063.866,5.7024,5.7674,4203.43684,0.0,21.31,24.736,21.31,23.779
500.0,2024-01-27,26150.449,1707.04906,1707.04906,24443.39994,0.0,18879.436,7271.013,12.979769,28.464048,4.423551,5087.941301,0.0,421.761497,256.826,398.649,473.617,36.577872,0.0,0.0,0.0,1765.558872,1881.002,1739.364,2074.37,26.352,26.557,19355.458639,0.0,21.105,27.564,21.105,24.085
500.0,2024-01-28,28605.396,1707.04906,1707.04906,26898.34694,0.0,20931.061,7674.335,12.861445,18.446746,10.045037,11553.741057,0.0,430.163206,276.417,403.144,470.493,42.367277,21.053838,15344.605883,0.0,1786.87231,1924.232,1743.233,2074.585,11.0592,0.0,0.0,0.0,32.1642,29.921,21.646,24.402
500.0,2024-01-29,28136.279,1707.04906,1707.04906,26429.22994,0.0,21096.408,7039.871,13.505105,11.753165,10.045037,11553.741057,0.0,431.871334,285.81,409.458,468.342,27.457574,2.021378,1473.234945,0.0,1812.308507,1956.856,1771.013,2079.326,8.1216,18.3888,13402.253938,0.0,21.897,25.081,21.897,24.158
500.0,2024-01-30,34103.926,1707.04906,1707.04906,32396.87694,0.0,24830.806,9273.12,5.317089,9.495965,10.045037,11553.741057,0.0,431.322262,292.597,408.566,465.866,19.466525,28.598194,20843.135883,0.0,1803.176838,1969.527,1783.199,2101.077,7.0848,0.0,0.0,0.0,28.9818,24.328,21.544,24.203
500.0,2024-01-31,39729.131,1707.04906,1707.04906,36272.115166,1749.966774,28921.861,10807.27,0.0,7.722605,10.045037,11553.741057,0.0,428.99983,294.187,408.056,467.278,17.411328,19.002083,13849.231292,0.0,1801.586082,1972.288,1800.325,2101.221,7.4304,14.9132,10869.142816,0.0,21.499,24.425,21.499,23.983
500.0,2024-02-01,35789.965,1714.15607,1714.15607,17054.224635,17021.584295,27845.727,7944.238,26.368247,7.372685,10.045037,11553.741057,0.0,426.327478,293.78,406.35,468.272,15.625354,2.362436,1721.807114,0.0,1814.849,1971.317,1814.849,2124.902,5.9616,5.1846,3778.676464,0.0,22.276,23.025,22.276,24.624
500.0,2024-02-02,30036.385,1714.15607,1714.15607,17228.388079,11093.840851,22543.765,7492.62,26.129283,7.844515,10.045037,11553.741057,0.0,424.126957,294.924,403.71,482.117,15.428966,0.0,0.0,0.0,1830.277966,1966.178,1836.985,2138.155,6.912,7.786,5674.647022,0.0,21.402,21.127,21.402,23.587
