TimePeriod,Scenario,Sector,Variable,Status,Unit,Value
2034,Innovation,Residential,Electricity demand,Projected,TWh,14.267
2034,Innovation,Transport,Electricity demand,Projected,TWh,2.527
2034,Reference,Commercial,Electricity demand,Projected,TWh,13.577
2034,Reference,Industrial,Electricity demand,Projected,TWh,20.226
2034,Reference,Residential,Electricity demand,Projected,TWh,13.78
2034,Reference,Transport,Electricity demand,Projected,TWh,1.935
2035,Constraint,Commercial,Electricity demand,Projected,TWh,12.326
2035,Constraint,Industrial,Electricity demand,Projected,TWh,20.02
2035,Constraint,Residential,Electricity demand,Projected,TWh,13.161
2035,Constraint,Transport,Electricity demand,Projected,TWh,1.52
2035,Environmental,Commercial,Electricity demand,Projected,TWh,15.039
2035,Environmental,Industrial,Electricity demand,Projected,TWh,25.714
2035,Environmental,Residential,Electricity demand,Projected,TWh,14.424
2035,Environmental,Transport,Electricity demand,Projected,TWh,2.808
2035,Growth,Commercial,Electricity demand,Projected,TWh,15.653
2035,Growth,Industrial,Electricity demand,Projected,TWh,21.358
2035,Growth,Residential,Electricity demand,Projected,TWh,14.684
2035,Growth,Transport,Electricity demand,Projected,TWh,3.072
2035,Innovation,Commercial,Electricity demand,Projected,TWh,17.657
2035,Innovation,Industrial,Electricity demand,Projected,TWh,25.755
2035,Innovation,Residential,Electricity demand,Projected,TWh,14.424
2035,Innovation,Transport,Electricity demand,Projected,TWh,2.915
2035,Reference,Commercial,Electricity demand,Projected,TWh,13.805
2035,Reference,Industrial,Electricity demand,Projected,TWh,20.555
2035,Reference,Residential,Electricity demand,Projected,TWh,13.899
2035,Reference,Transport,Electricity demand,Projected,TWh,2.244
2036,Constraint,Commercial,Electricity demand,Projected,TWh,12.468
2036,Constraint,Industrial,Electricity demand,Projected,TWh,20.227
2036,Constraint,Residential,Electricity demand,Projected,TWh,13.241
2036,Constraint,Transport,Electricity demand,Projected,TWh,1.747
2036,Environmental,Commercial,Electricity demand,Projected,TWh,15.279
2036,Environmental,Industrial,Electricity demand,Projected,TWh,26.171
2036,Environmental,Residential,Electricity demand,Projected,TWh,14.569
2036,Environmental,Transport,Electricity demand,Projected,TWh,3.219
2036,Growth,Commercial,Electricity demand,Projected,TWh,15.985
2036,Growth,Industrial,Electricity demand,Projected,TWh,21.819
2036,Growth,Residential,Electricity demand,Projected,TWh,14.856
2036,Growth,Transport,Electricity demand,Projected,TWh,3.542
2036,Innovation,Commercial,Electricity demand,Projected,TWh,17.891
2036,Innovation,Industrial,Electricity demand,Projected,TWh,26.255
2036,Innovation,Residential,Electricity demand,Projected,TWh,14.569
2036,Innovation,Transport,Electricity demand,Projected,TWh,3.347
2036,Reference,Commercial,Electricity demand,Projected,TWh,14.047
2036,Reference,Industrial,Electricity demand,Projected,TWh,20.896
2036,Reference,Residential,Electricity demand,Projected,TWh,14.021
2036,Reference,Transport,Electricity demand,Projected,TWh,2.593
2037,Constraint,Commercial,Electricity demand,Projected,TWh,12.61
2037,Constraint,Industrial,Electricity demand,Projected,TWh,20.425
2037,Constraint,Residential,Electricity demand,Projected,TWh,13.323
2037,Constraint,Transport,Electricity demand,Projected,TWh,2.002
2037,Environmental,Commercial,Electricity demand,Projected,TWh,15.488
2037,Environmental,Industrial,Electricity demand,Projected,TWh,26.526
2037,Environmental,Residential,Electricity demand,Projected,TWh,14.704
2037,Environmental,Transport,Electricity demand,Projected,TWh,3.669
2037,Growth,Commercial,Electricity demand,Projected,TWh,16.329
2037,Growth,Industrial,Electricity demand,Projected,TWh,22.285
2037,Growth,Residential,Electricity demand,Projected,TWh,15.029
2037,Growth,Transport,Electricity demand,Projected,TWh,4.061
2037,Innovation,Commercial,Electricity demand,Projected,TWh,18.094
2037,Innovation,Industrial,Electricity demand,Projected,TWh,26.648
2037,Innovation,Residential,Electricity demand,Projected,TWh,14.704
2037,Innovation,Transport,Electricity demand,Projected,TWh,3.823
2037,Reference,Commercial,Electricity demand,Projected,TWh,14.29
2037,Reference,Industrial,Electricity demand,Projected,TWh,21.225
2037,Reference,Residential,Electricity demand,Projected,TWh,14.143
2037,Reference,Transport,Electricity demand,Projected,TWh,2.979
2038,Constraint,Commercial,Electricity demand,Projected,TWh,12.747
2038,Constraint,Industrial,Electricity demand,Projected,TWh,20.614
2038,Constraint,Residential,Electricity demand,Projected,TWh,13.403
2038,Constraint,Transport,Electricity demand,Projected,TWh,2.289
2038,Environmental,Commercial,Electricity demand,Projected,TWh,15.667
2038,Environmental,Industrial,Electricity demand,Projected,TWh,26.792
2038,Environmental,Residential,Electricity demand,Projected,TWh,14.828
2038,Environmental,Transport,Electricity demand,Projected,TWh,4.16
2038,Growth,Commercial,Electricity demand,Projected,TWh,16.672
2038,Growth,Industrial,Electricity demand,Projected,TWh,22.741
2038,Growth,Residential,Electricity demand,Projected,TWh,15.201
2038,Growth,Transport,Electricity demand,Projected,TWh,4.633
2038,Innovation,Commercial,Electricity demand,Projected,TWh,18.269
2038,Innovation,Industrial,Electricity demand,Projected,TWh,26.949
2038,Innovation,Residential,Electricity demand,Projected,TWh,14.828
2038,Innovation,Transport,Electricity demand,Projected,TWh,4.343
2038,Reference,Commercial,Electricity demand,Projected,TWh,14.528
2038,Reference,Industrial,Electricity demand,Projected,TWh,21.544
2038,Reference,Residential,Electricity demand,Projected,TWh,14.265
2038,Reference,Transport,Electricity demand,Projected,TWh,3.41
2039,Constraint,Commercial,Electricity demand,Projected,TWh,12.875
2039,Constraint,Industrial,Electricity demand,Projected,TWh,20.764
2039,Constraint,Residential,Electricity demand,Projected,TWh,13.478
2039,Constraint,Transport,Electricity demand,Projected,TWh,2.623
2039,Environmental,Commercial,Electricity demand,Projected,TWh,15.824
2039,Environmental,Industrial,Electricity demand,Projected,TWh,26.98
2039,Environmental,Residential,Electricity demand,Projected,TWh,14.935
2039,Environmental,Transport,Electricity demand,Projected,TWh,4.715
2039,Growth,Commercial,Electricity demand,Projected,TWh,16.998
2039,Growth,Industrial,Electricity demand,Projected,TWh,23.141
2039,Growth,Residential,Electricity demand,Projected,TWh,15.352
2039,Growth,Transport,Electricity demand,Projected,TWh,5.282
2039,Innovation,Commercial,Electricity demand,Projected,TWh,18.42
2039,Innovation,Industrial,Electricity demand,Projected,TWh,27.167
2039,Innovation,Residential,Electricity demand,Projected,TWh,14.935
2039,Innovation,Transport,Electricity demand,Projected,TWh,4.932
2039,Reference,Commercial,Electricity demand,Projected,TWh,14.752
2039,Reference,Industrial,Electricity demand,Projected,TWh,21.815
2039,Reference,Residential,Electricity demand,Projected,TWh,14.375
2039,Reference,Transport,Electricity demand,Projected,TWh,3.906
2040,Constraint,Commercial,Electricity demand,Projected,TWh,13.007
2040,Constraint,Industrial,Electricity demand,Projected,TWh,20.915
2040,Constraint,Residential,Electricity demand,Projected,TWh,13.548
2040,Constraint,Transport,Electricity demand,Projected,TWh,2.996
2040,Environmental,Commercial,Electricity demand,Projected,TWh,15.962
2040,Environmental,Industrial,Electricity demand,Projected,TWh,27.106
2040,Environmental,Residential,Electricity demand,Projected,TWh,15.036
2040,Environmental,Transport,Electricity demand,Projected,TWh,5.276
2040,Growth,Commercial,Electricity demand,Projected,TWh,17.303
2040,Growth,Industrial,Electricity demand,Projected,TWh,23.49
2040,Growth,Residential,Electricity demand,Projected,TWh,15.499
2040,Growth,Transport,Electricity demand,Projected,TWh,5.942
2040,Innovation,Commercial,Electricity demand,Projected,TWh,18.552
2040,Innovation,Industrial,Electricity demand,Projected,TWh,27.319
2040,Innovation,Residential,Electricity demand,Projected,TWh,15.036
2040,Innovation,Transport,Electricity demand,Projected,TWh,5.527
2040,Reference,Commercial,Electricity demand,Projected,TWh,14.953
2040,Reference,Industrial,Electricity demand,Projected,TWh,22.036
2040,Reference,Residential,Electricity demand,Projected,TWh,14.481
2040,Reference,Transport,Electricity demand,Projected,TWh,4.45
2041,Constraint,Commercial,Electricity demand,Projected,TWh,13.102
2041,Constraint,Industrial,Electricity demand,Projected,TWh,20.99
2041,Constraint,Residential,Electricity demand,Projected,TWh,13.614
2041,Constraint,Transport,Electricity demand,Projected,TWh,3.4
2041,Environmental,Commercial,Electricity demand,Projected,TWh,16.083
2041,Environmental,Industrial,Electricity demand,Projected,TWh,27.18
2041,Environmental,Residential,Electricity demand,Projected,TWh,15.132
2041,Environmental,Transport,Electricity demand,Projected,TWh,5.825
2041,Growth,Commercial,Electricity demand,Projected,TWh,17.585
2041,Growth,Industrial,Electricity demand,Projected,TWh,23.788
2041,Growth,Residential,Electricity demand,Projected,TWh,15.641
2041,Growth,Transport,Electricity demand,Projected,TWh,6.596
2041,Innovation,Commercial,Electricity demand,Projected,TWh,18.667
2041,Innovation,Industrial,Electricity demand,Projected,TWh,27.416
2041,Innovation,Residential,Electricity demand,Projected,TWh,15.132
2041,Innovation,Transport,Electricity demand,Projected,TWh,6.112
2041,Reference,Commercial,Electricity demand,Projected,TWh,15.129
2041,Reference,Industrial,Electricity demand,Projected,TWh,22.203
2041,Reference,Residential,Electricity demand,Projected,TWh,14.582
2041,Reference,Transport,Electricity demand,Projected,TWh,5.002
2042,Constraint,Commercial,Electricity demand,Projected,TWh,13.145
2042,Constraint,Industrial,Electricity demand,Projected,TWh,21.011
2042,Constraint,Residential,Electricity demand,Projected,TWh,13.676
2042,Constraint,Transport,Electricity demand,Projected,TWh,3.809
2042,Environmental,Commercial,Electricity demand,Projected,TWh,16.166
2042,Environmental,Industrial,Electricity demand,Projected,TWh,27.212
2042,Environmental,Residential,Electricity demand,Projected,TWh,15.224
2042,Environmental,Transport,Electricity demand,Projected,TWh,6.335
2042,Growth,Commercial,Electricity demand,Projected,TWh,17.803
2042,Growth,Industrial,Electricity demand,Projected,TWh,24.013
2042,Growth,Residential,Electricity demand,Projected,TWh,15.78
2042,Growth,Transport,Electricity demand,Projected,TWh,7.212
2042,Innovation,Commercial,Electricity demand,Projected,TWh,18.745
2042,Innovation,Industrial,Electricity demand,Projected,TWh,27.468
2042,Innovation,Residential,Electricity demand,Projected,TWh,15.224
2042,Innovation,Transport,Electricity demand,Projected,TWh,6.658
2042,Reference,Commercial,Electricity demand,Projected,TWh,15.253
2042,Reference,Industrial,Electricity demand,Projected,TWh,22.31
2042,Reference,Residential,Electricity demand,Projected,TWh,14.68
2042,Reference,Transport,Electricity demand,Projected,TWh,5.526
2043,Constraint,Commercial,Electricity demand,Projected,TWh,13.16
2043,Constraint,Industrial,Electricity demand,Projected,TWh,20.978
2043,Constraint,Residential,Electricity demand,Projected,TWh,13.735
2043,Constraint,Transport,Electricity demand,Projected,TWh,4.218
2043,Environmental,Commercial,Electricity demand,Projected,TWh,16.238
2043,Environmental,Industrial,Electricity demand,Projected,TWh,27.211
2043,Environmental,Residential,Electricity demand,Projected,TWh,15.314
2043,Environmental,Transport,Electricity demand,Projected,TWh,6.813
2043,Growth,Commercial,Electricity demand,Projected,TWh,17.99
2043,Growth,Industrial,Electricity demand,Projected,TWh,24.175
2043,Growth,Residential,Electricity demand,Projected,TWh,15.915
2043,Growth,Transport,Electricity demand,Projected,TWh,7.799
2043,Innovation,Commercial,Electricity demand,Projected,TWh,18.811
2043,Innovation,Industrial,Electricity demand,Projected,TWh,27.485
2043,Innovation,Residential,Electricity demand,Projected,TWh,15.314
2043,Innovation,Transport,Electricity demand,Projected,TWh,7.172
2043,Reference,Commercial,Electricity demand,Projected,TWh,15.354
2043,Reference,Industrial,Electricity demand,Projected,TWh,22.371
2043,Reference,Residential,Electricity demand,Projected,TWh,14.774
2043,Reference,Transport,Electricity demand,Projected,TWh,6.024
2044,Constraint,Commercial,Electricity demand,Projected,TWh,13.151
2044,Constraint,Industrial,Electricity demand,Projected,TWh,20.9
2044,Constraint,Residential,Electricity demand,Projected,TWh,13.777
2044,Constraint,Transport,Electricity demand,Projected,TWh,4.585
2044,Environmental,Commercial,Electricity demand,Projected,TWh,16.302
2044,Environmental,Industrial,Electricity demand,Projected,TWh,27.183
2044,Environmental,Residential,Electricity demand,Projected,TWh,15.393
2044,Environmental,Transport,Electricity demand,Projected,TWh,7.237
2044,Growth,Commercial,Electricity demand,Projected,TWh,18.164
2044,Growth,Industrial,Electricity demand,Projected,TWh,24.302
2044,Growth,Residential,Electricity demand,Projected,TWh,16.044
2044,Growth,Transport,Electricity demand,Projected,TWh,8.33
2044,Innovation,Commercial,Electricity demand,Projected,TWh,18.869
2044,Innovation,Industrial,Electricity demand,Projected,TWh,27.474
2044,Innovation,Residential,Electricity demand,Projected,TWh,15.393
2044,Innovation,Transport,Electricity demand,Projected,TWh,7.629
2044,Reference,Commercial,Electricity demand,Projected,TWh,15.437
2044,Reference,Industrial,Electricity demand,Projected,TWh,22.393
2044,Reference,Residential,Electricity demand,Projected,TWh,14.857
2044,Reference,Transport,Electricity demand,Projected,TWh,6.469
2045,Constraint,Commercial,Electricity demand,Projected,TWh,13.127
2045,Constraint,Industrial,Electricity demand,Projected,TWh,20.794
2045,Constraint,Residential,Electricity demand,Projected,TWh,13.816
2045,Constraint,Transport,Electricity demand,Projected,TWh,4.954
2045,Environmental,Commercial,Electricity demand,Projected,TWh,16.358
2045,Environmental,Industrial,Electricity demand,Projected,TWh,27.134
2045,Environmental,Residential,Electricity demand,Projected,TWh,15.47
2045,Environmental,Transport,Electricity demand,Projected,TWh,7.66
2045,Growth,Commercial,Electricity demand,Projected,TWh,18.328
2045,Growth,Industrial,Electricity demand,Projected,TWh,24.401
2045,Growth,Residential,Electricity demand,Projected,TWh,16.171
2045,Growth,Transport,Electricity demand,Projected,TWh,8.865
2045,Innovation,Commercial,Electricity demand,Projected,TWh,18.919
2045,Innovation,Industrial,Electricity demand,Projected,TWh,27.44
2045,Innovation,Residential,Electricity demand,Projected,TWh,15.47
2045,Innovation,Transport,Electricity demand,Projected,TWh,8.087
2045,Reference,Commercial,Electricity demand,Projected,TWh,15.505
2045,Reference,Industrial,Electricity demand,Projected,TWh,22.385
2045,Reference,Residential,Electricity demand,Projected,TWh,14.937
2045,Reference,Transport,Electricity demand,Projected,TWh,6.915
2046,Constraint,Commercial,Electricity demand,Projected,TWh,13.094
2046,Constraint,Industrial,Electricity demand,Projected,TWh,20.669
2046,Constraint,Residential,Electricity demand,Projected,TWh,13.854
2046,Constraint,Transport,Electricity demand,Projected,TWh,5.324
2046,Environmental,Commercial,Electricity demand,Projected,TWh,16.407
2046,Environmental,Industrial,Electricity demand,Projected,TWh,27.066
2046,Environmental,Residential,Electricity demand,Projected,TWh,15.547
2046,Environmental,Transport,Electricity demand,Projected,TWh,8.078
2046,Growth,Commercial,Electricity demand,Projected,TWh,18.474
2046,Growth,Industrial,Electricity demand,Projected,TWh,24.468
2046,Growth,Residential,Electricity demand,Projected,TWh,16.297
2046,Growth,Transport,Electricity demand,Projected,TWh,9.397
2046,Innovation,Commercial,Electricity demand,Projected,TWh,18.963
2046,Innovation,Industrial,Electricity demand,Projected,TWh,27.387
2046,Innovation,Residential,Electricity demand,Projected,TWh,15.547
2046,Innovation,Transport,Electricity demand,Projected,TWh,8.538
2046,Reference,Commercial,Electricity demand,Projected,TWh,15.561
2046,Reference,Industrial,Electricity demand,Projected,TWh,22.353
2046,Reference,Residential,Electricity demand,Projected,TWh,15.016
2046,Reference,Transport,Electricity demand,Projected,TWh,7.359
2047,Constraint,Commercial,Electricity demand,Projected,TWh,13.054
2047,Constraint,Industrial,Electricity demand,Projected,TWh,20.53
2047,Constraint,Residential,Electricity demand,Projected,TWh,13.89
2047,Constraint,Transport,Electricity demand,Projected,TWh,5.689
2047,Environmental,Commercial,Electricity demand,Projected,TWh,16.45
2047,Environmental,Industrial,Electricity demand,Projected,TWh,26.983
2047,Environmental,Residential,Electricity demand,Projected,TWh,15.623
2047,Environmental,Transport,Electricity demand,Projected,TWh,8.487
2047,Growth,Commercial,Electricity demand,Projected,TWh,18.605
2047,Growth,Industrial,Electricity demand,Projected,TWh,24.509
2047,Growth,Residential,Electricity demand,Projected,TWh,16.421
2047,Growth,Transport,Electricity demand,Projected,TWh,9.922
2047,Innovation,Commercial,Electricity demand,Projected,TWh,19
2047,Innovation,Industrial,Electricity demand,Projected,TWh,27.318
2047,Innovation,Residential,Electricity demand,Projected,TWh,15.623
2047,Innovation,Transport,Electricity demand,Projected,TWh,8.982
2047,Reference,Commercial,Electricity demand,Projected,TWh,15.607
2047,Reference,Industrial,Electricity demand,Projected,TWh,22.303
2047,Reference,Residential,Electricity demand,Projected,TWh,15.093
2047,Reference,Transport,Electricity demand,Projected,TWh,7.796
2048,Constraint,Commercial,Electricity demand,Projected,TWh,13.005
2048,Constraint,Industrial,Electricity demand,Projected,TWh,20.379
2048,Constraint,Residential,Electricity demand,Projected,TWh,13.926
2048,Constraint,Transport,Electricity demand,Projected,TWh,6.059
2048,Environmental,Commercial,Electricity demand,Projected,TWh,16.487
2048,Environmental,Industrial,Electricity demand,Projected,TWh,26.887
2048,Environmental,Residential,Electricity demand,Projected,TWh,15.699
2048,Environmental,Transport,Electricity demand,Projected,TWh,8.899
2048,Growth,Commercial,Electricity demand,Projected,TWh,18.729
2048,Growth,Industrial,Electricity demand,Projected,TWh,24.531
2048,Growth,Residential,Electricity demand,Projected,TWh,16.545
2048,Growth,Transport,Electricity demand,Projected,TWh,10.457
2048,Innovation,Commercial,Electricity demand,Projected,TWh,19.032
2048,Innovation,Industrial,Electricity demand,Projected,TWh,27.236
2048,Innovation,Residential,Electricity demand,Projected,TWh,15.699
2048,Innovation,Transport,Electricity demand,Projected,TWh,9.429
2048,Reference,Commercial,Electricity demand,Projected,TWh,15.644
2048,Reference,Industrial,Electricity demand,Projected,TWh,22.24
2048,Reference,Residential,Electricity demand,Projected,TWh,15.17
2048,Reference,Transport,Electricity demand,Projected,TWh,8.237
2049,Constraint,Commercial,Electricity demand,Projected,TWh,12.954
2049,Constraint,Industrial,Electricity demand,Projected,TWh,20.224
2049,Constraint,Residential,Electricity demand,Projected,TWh,13.944
2049,Constraint,Transport,Electricity demand,Projected,TWh,6.362
2049,Environmental,Commercial,Electricity demand,Projected,TWh,16.518
2049,Environmental,Industrial,Electricity demand,Projected,TWh,26.78
2049,Environmental,Residential,Electricity demand,Projected,TWh,15.764
2049,Environmental,Transport,Electricity demand,Projected,TWh,9.237
2049,Growth,Commercial,Electricity demand,Projected,TWh,18.852
2049,Growth,Industrial,Electricity demand,Projected,TWh,24.551
2049,Growth,Residential,Electricity demand,Projected,TWh,16.652
2049,Growth,Transport,Electricity demand,Projected,TWh,10.914
2049,Innovation,Commercial,Electricity demand,Projected,TWh,19.057
2049,Innovation,Industrial,Electricity demand,Projected,TWh,27.142
2049,Innovation,Residential,Electricity demand,Projected,TWh,15.764
2049,Innovation,Transport,Electricity demand,Projected,TWh,9.801
2049,Reference,Commercial,Electricity demand,Projected,TWh,15.674
2049,Reference,Industrial,Electricity demand,Projected,TWh,22.163
2049,Reference,Residential,Electricity demand,Projected,TWh,15.236
2049,Reference,Transport,Electricity demand,Projected,TWh,8.606
2050,Constraint,Commercial,Electricity demand,Projected,TWh,12.906
2050,Constraint,Industrial,Electricity demand,Projected,TWh,20.081
2050,Constraint,Residential,Electricity demand,Projected,TWh,13.965
2050,Constraint,Transport,Electricity demand,Projected,TWh,6.642
2050,Environmental,Commercial,Electricity demand,Projected,TWh,16.546
2050,Environmental,Industrial,Electricity demand,Projected,TWh,26.677
2050,Environmental,Residential,Electricity demand,Projected,TWh,15.83
2050,Environmental,Transport,Electricity demand,Projected,TWh,9.551
2050,Growth,Commercial,Electricity demand,Projected,TWh,18.98
2050,Growth,Industrial,Electricity demand,Projected,TWh,24.587
2050,Growth,Residential,Electricity demand,Projected,TWh,16.762
2050,Growth,Transport,Electricity demand,Projected,TWh,11.343
2050,Innovation,Commercial,Electricity demand,Projected,TWh,19.079
2050,Innovation,Industrial,Electricity demand,Projected,TWh,27.054
2050,Innovation,Residential,Electricity demand,Projected,TWh,15.83
2050,Innovation,Transport,Electricity demand,Projected,TWh,10.147
2050,Reference,Commercial,Electricity demand,Projected,TWh,15.705
2050,Reference,Industrial,Electricity demand,Projected,TWh,22.099
2050,Reference,Residential,Electricity demand,Projected,TWh,15.303
2050,Reference,Transport,Electricity demand,Projected,TWh,8.949
