TimePeriod,Variable,Scenario,Sector,Unit,Value
2033,Annual generation from new connections,Reference,Industrial,MWh,62436.681
2033,Annual generation from new connections,Reference,Residential,MWh,466372.3479
2033,Cumulative new ICPs,Constraint,Commercial,Number,2292
2033,Cumulative new ICPs,Constraint,Industrial,Number,1785
2033,Cumulative new ICPs,Constraint,Residential,Number,62093
2033,Cumulative new ICPs,Environmental,Commercial,Number,3337
2033,Cumulative new ICPs,Environmental,Industrial,Number,2497
2033,Cumulative new ICPs,Environmental,Residential,Number,102932
2033,Cumulative new ICPs,Growth,Commercial,Number,3017
2033,Cumulative new ICPs,Growth,Industrial,Number,2247
2033,Cumulative new ICPs,Growth,Residential,Number,85295
2033,Cumulative new ICPs,Innovation,Commercial,Number,3337
2033,Cumulative new ICPs,Innovation,Industrial,Number,2497
2033,Cumulative new ICPs,Innovation,Residential,Number,102932
2033,Cumulative new ICPs,Reference,Commercial,Number,2716
2033,Cumulative new ICPs,Reference,Industrial,Number,2010
2033,Cumulative new ICPs,Reference,Residential,Number,77147
2033,Cumulative new capacity,Constraint,Commercial,MW,50.123
2033,Cumulative new capacity,Constraint,Industrial,MW,43.665
2033,Cumulative new capacity,Constraint,Residential,MW,295.5179
2033,Cumulative new capacity,Environmental,Commercial,MW,72.98
2033,Cumulative new capacity,Environmental,Industrial,MW,61.075
2033,Cumulative new capacity,Environmental,Residential,MW,489.882
2033,Cumulative new capacity,Growth,Commercial,MW,65.982
2033,Cumulative new capacity,Growth,Industrial,MW,54.96
2033,Cumulative new capacity,Growth,Residential,MW,405.9425
2033,Cumulative new capacity,Innovation,Commercial,MW,72.98
2033,Cumulative new capacity,Innovation,Industrial,MW,61.075
2033,Cumulative new capacity,Innovation,Residential,MW,489.882
2033,Cumulative new capacity,Reference,Commercial,MW,59.395
2033,Cumulative new capacity,Reference,Industrial,MW,49.15499999999999
2033,Cumulative new capacity,Reference,Residential,MW,367.1645
2033,Total ICPs,Constraint,Commercial,Number,4348
2033,Total ICPs,Constraint,Industrial,Number,3486
2033,Total ICPs,Constraint,Residential,Number,114679
2033,Total ICPs,Environmental,Commercial,Number,5393
2033,Total ICPs,Environmental,Industrial,Number,4198
2033,Total ICPs,Environmental,Residential,Number,155518
2033,Total ICPs,Growth,Commercial,Number,5073
2033,Total ICPs,Growth,Industrial,Number,3948
2033,Total ICPs,Growth,Residential,Number,137881
2033,Total ICPs,Innovation,Commercial,Number,5393
2033,Total ICPs,Innovation,Industrial,Number,4198
2033,Total ICPs,Innovation,Residential,Number,155518
2033,Total ICPs,Reference,Commercial,Number,4772
2033,Total ICPs,Reference,Industrial,Number,3711
2033,Total ICPs,Reference,Residential,Number,129733
2033,Total capacity,Constraint,Commercial,MW,95.306
2033,Total capacity,Constraint,Industrial,MW,95.714
2033,Total capacity,Constraint,Residential,MW,544.7129
2033,Total capacity,Environmental,Commercial,MW,118.163
2033,Total capacity,Environmental,Industrial,MW,113.124
2033,Total capacity,Environmental,Residential,MW,739.077
2033,Total capacity,Growth,Commercial,MW,111.165
2033,Total capacity,Growth,Industrial,MW,107.009
2033,Total capacity,Growth,Residential,MW,655.1375
2033,Total capacity,Innovation,Commercial,MW,118.163
2033,Total capacity,Innovation,Industrial,MW,113.124
2033,Total capacity,Innovation,Residential,MW,739.077
2033,Total capacity,Reference,Commercial,MW,104.578
2033,Total capacity,Reference,Industrial,MW,101.204
2033,Total capacity,Reference,Residential,MW,616.3595
2034,Annual generation from new connections,Constraint,Commercial,MWh,65473.7292
2034,Annual generation from new connections,Constraint,Industrial,MWh,56568.357
2034,Annual generation from new connections,Constraint,Residential,MWh,389234.62614
2034,Annual generation from new connections,Environmental,Commercial,MWh,100143.8382
2034,Annual generation from new connections,Environmental,Industrial,MWh,82797.987
2034,Annual generation from new connections,Environmental,Residential,MWh,688049.93826
2034,Annual generation from new connections,Growth,Commercial,MWh,89475.4284
2034,Annual generation from new connections,Growth,Industrial,MWh,73481.06999999999
2034,Annual generation from new connections,Growth,Residential,MWh,557304.18762
2034,Annual generation from new connections,Innovation,Commercial,MWh,100143.8382
2034,Annual generation from new connections,Innovation,Industrial,MWh,82797.987
2034,Annual generation from new connections,Innovation,Residential,MWh,688049.93826
2034,Annual generation from new connections,Reference,Commercial,MWh,79421.7954
2034,Annual generation from new connections,Reference,Industrial,MWh,64748.445
2034,Annual generation from new connections,Reference,Residential,MWh,497740.572
2034,Cumulative new ICPs,Constraint,Commercial,Number,2357
2034,Cumulative new ICPs,Constraint,Industrial,Number,1821
2034,Cumulative new ICPs,Constraint,Residential,Number,64387
2034,Cumulative new ICPs,Environmental,Commercial,Number,3605
2034,Cumulative new ICPs,Environmental,Industrial,Number,2665
2034,Cumulative new ICPs,Environmental,Residential,Number,113817
2034,Cumulative new ICPs,Growth,Commercial,Number,3221
2034,Cumulative new ICPs,Growth,Industrial,Number,2365
2034,Cumulative new ICPs,Growth,Residential,Number,92189
2034,Cumulative new ICPs,Innovation,Commercial,Number,3605
2034,Cumulative new ICPs,Innovation,Industrial,Number,2665
2034,Cumulative new ICPs,Innovation,Residential,Number,113817
2034,Cumulative new ICPs,Reference,Commercial,Number,2859
2034,Cumulative new ICPs,Reference,Industrial,Number,2084
2034,Cumulative new ICPs,Reference,Residential,Number,82336
2034,Cumulative new capacity,Constraint,Commercial,MW,51.546
2034,Cumulative new capacity,Constraint,Industrial,MW,44.535
2034,Cumulative new capacity,Constraint,Residential,MW,306.4357
2034,Cumulative new capacity,Environmental,Commercial,MW,78.84100000000001
2034,Cumulative new capacity,Environmental,Industrial,MW,65.185
2034,Cumulative new capacity,Environmental,Residential,MW,541.6863
2034,Cumulative new capacity,Growth,Commercial,MW,70.442
2034,Cumulative new capacity,Growth,Industrial,MW,57.85
2034,Cumulative new capacity,Growth,Residential,MW,438.7531
2034,Cumulative new capacity,Innovation,Commercial,MW,78.84100000000001
2034,Cumulative new capacity,Innovation,Industrial,MW,65.185
2034,Cumulative new capacity,Innovation,Residential,MW,541.6863
2034,Cumulative new capacity,Reference,Commercial,MW,62.527
2034,Cumulative new capacity,Reference,Industrial,MW,50.975
2034,Cumulative new capacity,Reference,Residential,MW,391.86
2034,Total ICPs,Constraint,Commercial,Number,4413
2034,Total ICPs,Constraint,Industrial,Number,3522
2034,Total ICPs,Constraint,Residential,Number,116973
2034,Total ICPs,Environmental,Commercial,Number,5661
2034,Total ICPs,Environmental,Industrial,Number,4366
2034,Total ICPs,Environmental,Residential,Number,166403
2034,Total ICPs,Growth,Commercial,Number,5277
2034,Total ICPs,Growth,Industrial,Number,4066
2034,Total ICPs,Growth,Residential,Number,144775
2034,Total ICPs,Innovation,Commercial,Number,5661
2034,Total ICPs,Innovation,Industrial,Number,4366
2034,Total ICPs,Innovation,Residential,Number,166403
2034,Total ICPs,Reference,Commercial,Number,4915
2034,Total ICPs,Reference,Industrial,Number,3785
2034,Total ICPs,Reference,Residential,Number,134922
2034,Total capacity,Constraint,Commercial,MW,96.729
2034,Total capacity,Constraint,Industrial,MW,96.58399999999999
2034,Total capacity,Constraint,Residential,MW,555.6306999999999
2034,Total capacity,Environmental,Commercial,MW,124.024
2034,Total capacity,Environmental,Industrial,MW,117.234
2034,Total capacity,Environmental,Residential,MW,790.8813
2034,Total capacity,Growth,Commercial,MW,115.625
2034,Total capacity,Growth,Industrial,MW,109.899
2034,Total capacity,Growth,Residential,MW,687.9481
2034,Total capacity,Innovation,Commercial,MW,124.024
2034,Total capacity,Innovation,Industrial,MW,117.234
2034,Total capacity,Innovation,Residential,MW,790.8813
2034,Total capacity,Reference,Commercial,MW,107.71
2034,Total capacity,Reference,Industrial,MW,103.024
2034,Total capacity,Reference,Residential,MW,641.055
2035,Annual generation from new connections,Constraint,Commercial,MWh,67309.1682
2035,Annual generation from new connections,Constraint,Industrial,MWh,57660.729
2035,Annual generation from new connections,Constraint,Residential,MWh,403381.09758
2035,Annual generation from new connections,Environmental,Commercial,MWh,108007.6464
2035,Annual generation from new connections,Environmental,Industrial,MWh,88209.039
2035,Annual generation from new connections,Environmental,Residential,MWh,758470.7154
2035,Annual generation from new connections,Growth,Commercial,MWh,95308.1868
2035,Annual generation from new connections,Growth,Industrial,MWh,77291.67
2035,Annual generation from new connections,Growth,Residential,MWh,601059.2751
2035,Annual generation from new connections,Innovation,Commercial,MWh,108007.6464
2035,Annual generation from new connections,Innovation,Industrial,MWh,88209.039
2035,Annual generation from new connections,Innovation,Residential,MWh,758470.7154
2035,Annual generation from new connections,Reference,Commercial,MWh,83502.94799999999
2035,Annual generation from new connections,Reference,Industrial,MWh,67104.666
2035,Annual generation from new connections,Reference,Residential,MWh,530366.80218
2035,Cumulative new ICPs,Constraint,Commercial,Number,2423
2035,Cumulative new ICPs,Constraint,Industrial,Number,1856
2035,Cumulative new ICPs,Constraint,Residential,Number,66727
2035,Cumulative new ICPs,Environmental,Commercial,Number,3888
2035,Cumulative new ICPs,Environmental,Industrial,Number,2839
2035,Cumulative new ICPs,Environmental,Residential,Number,125466
2035,Cumulative new ICPs,Growth,Commercial,Number,3431
2035,Cumulative new ICPs,Growth,Industrial,Number,2488
2035,Cumulative new ICPs,Growth,Residential,Number,99427
2035,Cumulative new ICPs,Innovation,Commercial,Number,3888
2035,Cumulative new ICPs,Innovation,Industrial,Number,2839
2035,Cumulative new ICPs,Innovation,Residential,Number,125466
2035,Cumulative new ICPs,Reference,Commercial,Number,3006
2035,Cumulative new ICPs,Reference,Industrial,Number,2160
2035,Cumulative new ICPs,Reference,Residential,Number,87733
2035,Cumulative new capacity,Constraint,Commercial,MW,52.991
2035,Cumulative new capacity,Constraint,Industrial,MW,45.395
2035,Cumulative new capacity,Constraint,Residential,MW,317.5729
2035,Cumulative new capacity,Environmental,Commercial,MW,85.032
2035,Cumulative new capacity,Environmental,Industrial,MW,69.44500000000001
2035,Cumulative new capacity,Environmental,Residential,MW,597.127
2035,Cumulative new capacity,Growth,Commercial,MW,75.03399999999999
2035,Cumulative new capacity,Growth,Industrial,MW,60.84999999999999
2035,Cumulative new capacity,Growth,Residential,MW,473.2005
2035,Cumulative new capacity,Innovation,Commercial,MW,85.032
2035,Cumulative new capacity,Innovation,Industrial,MW,69.44500000000001
2035,Cumulative new capacity,Innovation,Residential,MW,597.127
2035,Cumulative new capacity,Reference,Commercial,MW,65.74000000000001
2035,Cumulative new capacity,Reference,Industrial,MW,52.83
2035,Cumulative new capacity,Reference,Residential,MW,417.5459
2035,Total ICPs,Constraint,Commercial,Number,4479
2035,Total ICPs,Constraint,Industrial,Number,3557
2035,Total ICPs,Constraint,Residential,Number,119313
2035,Total ICPs,Environmental,Commercial,Number,5944
2035,Total ICPs,Environmental,Industrial,Number,4540
2035,Total ICPs,Environmental,Residential,Number,178052
2035,Total ICPs,Growth,Commercial,Number,5487
2035,Total ICPs,Growth,Industrial,Number,4189
2035,Total ICPs,Growth,Residential,Number,152013
2035,Total ICPs,Innovation,Commercial,Number,5944
2035,Total ICPs,Innovation,Industrial,Number,4540
2035,Total ICPs,Innovation,Residential,Number,178052
2035,Total ICPs,Reference,Commercial,Number,5062
2035,Total ICPs,Reference,Industrial,Number,3861
2035,Total ICPs,Reference,Residential,Number,140319
2035,Total capacity,Constraint,Commercial,MW,98.174
2035,Total capacity,Constraint,Industrial,MW,97.444
2035,Total capacity,Constraint,Residential,MW,566.7678999999999
2035,Total capacity,Environmental,Commercial,MW,130.215
2035,Total capacity,Environmental,Industrial,MW,121.494
2035,Total capacity,Environmental,Residential,MW,846.322
2035,Total capacity,Growth,Commercial,MW,120.217
2035,Total capacity,Growth,Industrial,MW,112.899
2035,Total capacity,Growth,Residential,MW,722.3955
2035,Total capacity,Innovation,Commercial,MW,130.215
2035,Total capacity,Innovation,Industrial,MW,121.494
2035,Total capacity,Innovation,Residential,MW,846.322
2035,Total capacity,Reference,Commercial,MW,110.923
2035,Total capacity,Reference,Industrial,MW,104.879
2035,Total capacity,Reference,Residential,MW,666.7409
2036,Annual generation from new connections,Constraint,Commercial,MWh,69172.5516
2036,Annual generation from new connections,Constraint,Industrial,MWh,58721.346
2036,Annual generation from new connections,Constraint,Residential,MWh,417798.24864
2036,Annual generation from new connections,Environmental,Commercial,MWh,116281.7292
2036,Annual generation from new connections,Environmental,Industrial,MWh,93855.078
2036,Annual generation from new connections,Environmental,Residential,MWh,833813.00946
2036,Annual generation from new connections,Growth,Commercial,MWh,101420.3892
2036,Annual generation from new connections,Growth,Industrial,MWh,81153.07800000001
2036,Annual generation from new connections,Growth,Residential,MWh,647002.91718
2036,Annual generation from new connections,Innovation,Commercial,MWh,116281.7292
2036,Annual generation from new connections,Innovation,Industrial,MWh,93855.078
2036,Annual generation from new connections,Innovation,Residential,MWh,833813.00946
2036,Annual generation from new connections,Reference,Commercial,MWh,87723.8226
2036,Annual generation from new connections,Reference,Industrial,MWh,69492.64199999999
2036,Annual generation from new connections,Reference,Residential,MWh,564285.84192
2036,Cumulative new ICPs,Constraint,Commercial,Number,2490
2036,Cumulative new ICPs,Constraint,Industrial,Number,1890
2036,Cumulative new ICPs,Constraint,Residential,Number,69112
2036,Cumulative new ICPs,Environmental,Commercial,Number,4186
2036,Cumulative new ICPs,Environmental,Industrial,Number,3021
2036,Cumulative new ICPs,Environmental,Residential,Number,137929
2036,Cumulative new ICPs,Growth,Commercial,Number,3651
2036,Cumulative new ICPs,Growth,Industrial,Number,2612
2036,Cumulative new ICPs,Growth,Residential,Number,107027
2036,Cumulative new ICPs,Innovation,Commercial,Number,4186
2036,Cumulative new ICPs,Innovation,Industrial,Number,3021
2036,Cumulative new ICPs,Innovation,Residential,Number,137929
2036,Cumulative new ICPs,Reference,Commercial,Number,3158
2036,Cumulative new ICPs,Reference,Industrial,Number,2237
2036,Cumulative new ICPs,Reference,Residential,Number,93344
2036,Cumulative new capacity,Constraint,Commercial,MW,54.458
2036,Cumulative new capacity,Constraint,Industrial,MW,46.23
2036,Cumulative new capacity,Constraint,Residential,MW,328.9232
2036,Cumulative new capacity,Environmental,Commercial,MW,91.54599999999999
2036,Cumulative new capacity,Environmental,Industrial,MW,73.89
2036,Cumulative new capacity,Environmental,Residential,MW,656.4422999999999
2036,Cumulative new capacity,Growth,Commercial,MW,79.846
2036,Cumulative new capacity,Growth,Industrial,MW,63.89
2036,Cumulative new capacity,Growth,Residential,MW,509.3709
2036,Cumulative new capacity,Innovation,Commercial,MW,91.54599999999999
2036,Cumulative new capacity,Innovation,Industrial,MW,73.89
2036,Cumulative new capacity,Innovation,Residential,MW,656.4422999999999
2036,Cumulative new capacity,Reference,Commercial,MW,69.063
2036,Cumulative new capacity,Reference,Industrial,MW,54.71
2036,Cumulative new capacity,Reference,Residential,MW,444.2496
2036,Total ICPs,Constraint,Commercial,Number,4546
2036,Total ICPs,Constraint,Industrial,Number,3591
2036,Total ICPs,Constraint,Residential,Number,121698
2036,Total ICPs,Environmental,Commercial,Number,6242
2036,Total ICPs,Environmental,Industrial,Number,4722
2036,Total ICPs,Environmental,Residential,Number,190515
2036,Total ICPs,Growth,Commercial,Number,5707
2036,Total ICPs,Growth,Industrial,Number,4313
2036,Total ICPs,Growth,Residential,Number,159613
2036,Total ICPs,Innovation,Commercial,Number,6242
2036,Total ICPs,Innovation,Industrial,Number,4722
2036,Total ICPs,Innovation,Residential,Number,190515
2036,Total ICPs,Reference,Commercial,Number,5214
2036,Total ICPs,Reference,Industrial,Number,3938
2036,Total ICPs,Reference,Residential,Number,145930
2036,Total capacity,Constraint,Commercial,MW,99.641
2036,Total capacity,Constraint,Industrial,MW,98.279
2036,Total capacity,Constraint,Residential,MW,578.1182
2036,Total capacity,Environmental,Commercial,MW,136.729
2036,Total capacity,Environmental,Industrial,MW,125.939
2036,Total capacity,Environmental,Residential,MW,905.6373000000001
2036,Total capacity,Growth,Commercial,MW,125.029
2036,Total capacity,Growth,Industrial,MW,115.939
2036,Total capacity,Growth,Residential,MW,758.5659
2036,Total capacity,Innovation,Commercial,MW,136.729
2036,Total capacity,Innovation,Industrial,MW,125.939
2036,Total capacity,Innovation,Residential,MW,905.6373000000001
2036,Total capacity,Reference,Commercial,MW,114.246
2036,Total capacity,Reference,Industrial,MW,106.759
2036,Total capacity,Reference,Residential,MW,693.4446
2037,Annual generation from new connections,Constraint,Commercial,MWh,71082.9324
2037,Annual generation from new connections,Constraint,Industrial,MWh,59858.175
2037,Annual generation from new connections,Constraint,Residential,MWh,432518.9775
2037,Annual generation from new connections,Environmental,Commercial,MWh,124974.978
2037,Annual generation from new connections,Environmental,Industrial,MWh,99723.402
2037,Annual generation from new connections,Environmental,Residential,MWh,914432.09538
2037,Annual generation from new connections,Growth,Commercial,MWh,107756.1468
2037,Annual generation from new connections,Growth,Industrial,MWh,85217.71800000001
2037,Annual generation from new connections,Growth,Residential,MWh,695256.54498
2037,Annual generation from new connections,Innovation,Commercial,MWh,124974.978
2037,Annual generation from new connections,Innovation,Industrial,MWh,99723.402
2037,Annual generation from new connections,Innovation,Residential,MWh,914432.09538
2037,Annual generation from new connections,Reference,Commercial,MWh,92056.4748
2037,Annual generation from new connections,Reference,Industrial,MWh,71931.426
2037,Annual generation from new connections,Reference,Residential,MWh,599584.31886
2037,Cumulative new ICPs,Constraint,Commercial,Number,2559
2037,Cumulative new ICPs,Constraint,Industrial,Number,1927
2037,Cumulative new ICPs,Constraint,Residential,Number,71547
2037,Cumulative new ICPs,Environmental,Commercial,Number,4499
2037,Cumulative new ICPs,Environmental,Industrial,Number,3210
2037,Cumulative new ICPs,Environmental,Residential,Number,151265
2037,Cumulative new ICPs,Growth,Commercial,Number,3879
2037,Cumulative new ICPs,Growth,Industrial,Number,2743
2037,Cumulative new ICPs,Growth,Residential,Number,115009
2037,Cumulative new ICPs,Innovation,Commercial,Number,4499
2037,Cumulative new ICPs,Innovation,Industrial,Number,3210
2037,Cumulative new ICPs,Innovation,Residential,Number,151265
2037,Cumulative new ICPs,Reference,Commercial,Number,3314
2037,Cumulative new ICPs,Reference,Industrial,Number,2315
2037,Cumulative new ICPs,Reference,Residential,Number,99183
2037,Cumulative new capacity,Constraint,Commercial,MW,55.962
2037,Cumulative new capacity,Constraint,Industrial,MW,47.125
2037,Cumulative new capacity,Constraint,Residential,MW,340.5125
2037,Cumulative new capacity,Environmental,Commercial,MW,98.39
2037,Cumulative new capacity,Environmental,Industrial,MW,78.50999999999999
2037,Cumulative new capacity,Environmental,Residential,MW,719.9119
2037,Cumulative new capacity,Growth,Commercial,MW,84.834
2037,Cumulative new capacity,Growth,Industrial,MW,67.09
2037,Cumulative new capacity,Growth,Residential,MW,547.3599
2037,Cumulative new capacity,Innovation,Commercial,MW,98.39
2037,Cumulative new capacity,Innovation,Industrial,MW,78.50999999999999
2037,Cumulative new capacity,Innovation,Residential,MW,719.9119
2037,Cumulative new capacity,Reference,Commercial,MW,72.474
2037,Cumulative new capacity,Reference,Industrial,MW,56.63
2037,Cumulative new capacity,Reference,Residential,MW,472.0393
2037,Total ICPs,Constraint,Commercial,Number,4615
2037,Total ICPs,Constraint,Industrial,Number,3628
2037,Total ICPs,Constraint,Residential,Number,124133
2037,Total ICPs,Environmental,Commercial,Number,6555
2037,Total ICPs,Environmental,Industrial,Number,4911
2037,Total ICPs,Environmental,Residential,Number,203851
2037,Total ICPs,Growth,Commercial,Number,5935
2037,Total ICPs,Growth,Industrial,Number,4444
2037,Total ICPs,Growth,Residential,Number,167595
2037,Total ICPs,Innovation,Commercial,Number,6555
2037,Total ICPs,Innovation,Industrial,Number,4911
2037,Total ICPs,Innovation,Residential,Number,203851
2037,Total ICPs,Reference,Commercial,Number,5370
2037,Total ICPs,Reference,Industrial,Number,4016
2037,Total ICPs,Reference,Residential,Number,151769
2037,Total capacity,Constraint,Commercial,MW,101.145
2037,Total capacity,Constraint,Industrial,MW,99.174
2037,Total capacity,Constraint,Residential,MW,589.7075
2037,Total capacity,Environmental,Commercial,MW,143.573
2037,Total capacity,Environmental,Industrial,MW,130.559
2037,Total capacity,Environmental,Residential,MW,969.1069000000001
2037,Total capacity,Growth,Commercial,MW,130.017
2037,Total capacity,Growth,Industrial,MW,119.139
2037,Total capacity,Growth,Residential,MW,796.5549
2037,Total capacity,Innovation,Commercial,MW,143.573
2037,Total capacity,Innovation,Industrial,MW,130.559
2037,Total capacity,Innovation,Residential,MW,969.1069000000001
2037,Total capacity,Reference,Commercial,MW,117.657
2037,Total capacity,Reference,Industrial,MW,108.679
2037,Total capacity,Reference,Residential,MW,721.2343
2038,Annual generation from new connections,Constraint,Commercial,MWh,72974.2602
2038,Annual generation from new connections,Constraint,Industrial,MWh,61014.05699999999
2038,Annual generation from new connections,Constraint,Residential,MWh,447522.32586
2038,Annual generation from new connections,Environmental,Commercial,MWh,134059.4484
2038,Annual generation from new connections,Environmental,Industrial,MWh,105814.011
2038,Annual generation from new connections,Environmental,Residential,MWh,1000691.25036
2038,Annual generation from new connections,Growth,Commercial,MWh,114362.457
2038,Annual generation from new connections,Growth,Industrial,MWh,89345.868
2038,Annual generation from new connections,Growth,Residential,MWh,745908.69144
2038,Annual generation from new connections,Innovation,Commercial,MWh,134059.4484
2038,Annual generation from new connections,Innovation,Industrial,MWh,105814.011
2038,Annual generation from new connections,Innovation,Residential,MWh,1000691.25036
2038,Annual generation from new connections,Reference,Commercial,MWh,96528.849
2038,Annual generation from new connections,Reference,Industrial,MWh,74446.422
2038,Annual generation from new connections,Reference,Residential,MWh,636279.12666
2038,Cumulative new ICPs,Constraint,Commercial,Number,2627
2038,Cumulative new ICPs,Constraint,Industrial,Number,1964
2038,Cumulative new ICPs,Constraint,Residential,Number,74029
2038,Cumulative new ICPs,Environmental,Commercial,Number,4826
2038,Cumulative new ICPs,Environmental,Industrial,Number,3406
2038,Cumulative new ICPs,Environmental,Residential,Number,165534
2038,Cumulative new ICPs,Growth,Commercial,Number,4117
2038,Cumulative new ICPs,Growth,Industrial,Number,2876
2038,Cumulative new ICPs,Growth,Residential,Number,123388
2038,Cumulative new ICPs,Innovation,Commercial,Number,4826
2038,Cumulative new ICPs,Innovation,Industrial,Number,3406
2038,Cumulative new ICPs,Innovation,Residential,Number,165534
2038,Cumulative new ICPs,Reference,Commercial,Number,3475
2038,Cumulative new ICPs,Reference,Industrial,Number,2396
2038,Cumulative new ICPs,Reference,Residential,Number,105253
2038,Cumulative new capacity,Constraint,Commercial,MW,57.451
2038,Cumulative new capacity,Constraint,Industrial,MW,48.035
2038,Cumulative new capacity,Constraint,Residential,MW,352.3243
2038,Cumulative new capacity,Environmental,Commercial,MW,105.542
2038,Cumulative new capacity,Environmental,Industrial,MW,83.30499999999999
2038,Cumulative new capacity,Environmental,Residential,MW,787.8217999999999
2038,Cumulative new capacity,Growth,Commercial,MW,90.035
2038,Cumulative new capacity,Growth,Industrial,MW,70.34
2038,Cumulative new capacity,Growth,Residential,MW,587.2372
2038,Cumulative new capacity,Innovation,Commercial,MW,105.542
2038,Cumulative new capacity,Innovation,Industrial,MW,83.30499999999999
2038,Cumulative new capacity,Innovation,Residential,MW,787.8217999999999
2038,Cumulative new capacity,Reference,Commercial,MW,75.995
2038,Cumulative new capacity,Reference,Industrial,MW,58.61
2038,Cumulative new capacity,Reference,Residential,MW,500.9283
2038,Total ICPs,Constraint,Commercial,Number,4683
2038,Total ICPs,Constraint,Industrial,Number,3665
2038,Total ICPs,Constraint,Residential,Number,126615
2038,Total ICPs,Environmental,Commercial,Number,6882
2038,Total ICPs,Environmental,Industrial,Number,5107
2038,Total ICPs,Environmental,Residential,Number,218120
2038,Total ICPs,Growth,Commercial,Number,6173
2038,Total ICPs,Growth,Industrial,Number,4577
2038,Total ICPs,Growth,Residential,Number,175974
2038,Total ICPs,Innovation,Commercial,Number,6882
2038,Total ICPs,Innovation,Industrial,Number,5107
2038,Total ICPs,Innovation,Residential,Number,218120
2038,Total ICPs,Reference,Commercial,Number,5531
2038,Total ICPs,Reference,Industrial,Number,4097
2038,Total ICPs,Reference,Residential,Number,157839
2038,Total capacity,Constraint,Commercial,MW,102.634
2038,Total capacity,Constraint,Industrial,MW,100.084
2038,Total capacity,Constraint,Residential,MW,601.5193
2038,Total capacity,Environmental,Commercial,MW,150.725
2038,Total capacity,Environmental,Industrial,MW,135.354
2038,Total capacity,Environmental,Residential,MW,1037.0168
2038,Total capacity,Growth,Commercial,MW,135.218
2038,Total capacity,Growth,Industrial,MW,122.389
2038,Total capacity,Growth,Residential,MW,836.4322
2038,Total capacity,Innovation,Commercial,MW,150.725
2038,Total capacity,Innovation,Industrial,MW,135.354
2038,Total capacity,Innovation,Residential,MW,1037.0168
2038,Total capacity,Reference,Commercial,MW,121.178
2038,Total capacity,Reference,Industrial,MW,110.659
2038,Total capacity,Reference,Residential,MW,750.1233
2039,Annual generation from new connections,Constraint,Commercial,MWh,74921.4768
2039,Annual generation from new connections,Constraint,Industrial,MWh,62138.184
2039,Annual generation from new connections,Constraint,Residential,MWh,462829.25202
2039,Annual generation from new connections,Environmental,Commercial,MWh,143618.9736
2039,Annual generation from new connections,Environmental,Industrial,MWh,112190.415
2039,Annual generation from new connections,Environmental,Residential,MWh,1093002.52728
2039,Annual generation from new connections,Growth,Commercial,MWh,121201.2138
2039,Annual generation from new connections,Growth,Industrial,MWh,93588.336
2039,Annual generation from new connections,Growth,Residential,MWh,799094.75988
2039,Annual generation from new connections,Innovation,Commercial,MWh,143618.9736
2039,Annual generation from new connections,Innovation,Industrial,MWh,112190.415
2039,Annual generation from new connections,Innovation,Residential,MWh,1093002.52728
2039,Annual generation from new connections,Reference,Commercial,MWh,101140.9452
2039,Annual generation from new connections,Reference,Industrial,MWh,76961.418
2039,Annual generation from new connections,Reference,Residential,MWh,674448.8907
2039,Cumulative new ICPs,Constraint,Commercial,Number,2697
2039,Cumulative new ICPs,Constraint,Industrial,Number,2000
2039,Cumulative new ICPs,Constraint,Residential,Number,76561
2039,Cumulative new ICPs,Environmental,Commercial,Number,5170
2039,Cumulative new ICPs,Environmental,Industrial,Number,3611
2039,Cumulative new ICPs,Environmental,Residential,Number,180804
2039,Cumulative new ICPs,Growth,Commercial,Number,4363
2039,Cumulative new ICPs,Growth,Industrial,Number,3012
2039,Cumulative new ICPs,Growth,Residential,Number,132186
2039,Cumulative new ICPs,Innovation,Commercial,Number,5170
2039,Cumulative new ICPs,Innovation,Industrial,Number,3611
2039,Cumulative new ICPs,Innovation,Residential,Number,180804
2039,Cumulative new ICPs,Reference,Commercial,Number,3641
2039,Cumulative new ICPs,Reference,Industrial,Number,2477
2039,Cumulative new ICPs,Reference,Residential,Number,111567
2039,Cumulative new capacity,Constraint,Commercial,MW,58.984
2039,Cumulative new capacity,Constraint,Industrial,MW,48.92
2039,Cumulative new capacity,Constraint,Residential,MW,364.3751
2039,Cumulative new capacity,Environmental,Commercial,MW,113.068
2039,Cumulative new capacity,Environmental,Industrial,MW,88.325
2039,Cumulative new capacity,Environmental,Residential,MW,860.4964
2039,Cumulative new capacity,Growth,Commercial,MW,95.41900000000001
2039,Cumulative new capacity,Growth,Industrial,MW,73.68
2039,Cumulative new capacity,Growth,Residential,MW,629.1093999999999
2039,Cumulative new capacity,Innovation,Commercial,MW,113.068
2039,Cumulative new capacity,Innovation,Industrial,MW,88.325
2039,Cumulative new capacity,Innovation,Residential,MW,860.4964
2039,Cumulative new capacity,Reference,Commercial,MW,79.626
2039,Cumulative new capacity,Reference,Industrial,MW,60.59
2039,Cumulative new capacity,Reference,Residential,MW,530.9784999999999
2039,Total ICPs,Constraint,Commercial,Number,4753
2039,Total ICPs,Constraint,Industrial,Number,3701
2039,Total ICPs,Constraint,Residential,Number,129147
2039,Total ICPs,Environmental,Commercial,Number,7226
2039,Total ICPs,Environmental,Industrial,Number,5312
2039,Total ICPs,Environmental,Residential,Number,233390
